YEAR,MONTH,DATE,POS NO.,ITEM NO.,PRODUCT DESCRIPTION,SRP,UOM,CONVERTER,DISC,ORIG QTY,QTY UOM,PACK,KG,PCS,CURRENCY,AMOUNT,COMM RATE,NET SALES,SKU CATEGORY,AREA,KAM,CHAIN,BANNER,SKU number,SKU PER BRAND,GENERALIZED SKU,MOTHER SKU,Sales Category,SKU Department,PLACEMENT,PLACEMENT REMARKS,,,,,
2024,APRIL,04/04/2024,POS24040400365,1,THE GOOD MEAT MENUDO CUT,399.00,KGs,"x 1,000", ,1.00000,Gs,0.00000,0.00100,0.00000,PHP,401.00000,15%,340.85000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM PORK MENUDO CUT,PORK MENUDO CUT,MENUDO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/04/2024,POS24040400366,1,THE GOOD MEAT CHICKEN BREAST,249.00,KGs,"x 1,000", ,600.00000,Gs,0.00000,0.60000,0.00000,PHP,149.40000,15%,126.99000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN BREAST,CHICKEN BREAST,CHICKEN BREAST,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/04/2024,POS24040400369,1,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (MED),120.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,120.00000,15%,102.00000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (MEDIUM),WHITE EGG BRANDED by 12'S (MEDIUM),P3,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/04/2024,POS24040400372,2,THE GOOD MEAT GROUND BEEF,389.00,KGs,"x 1,000", ,130.00000,Gs,0.00000,0.13000,0.00000,PHP,50.57000,15%,42.98000,BEEF,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,APRIL,04/04/2024,POS24040400376,1,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (MED),120.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,120.00000,15%,102.00000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (MEDIUM),WHITE EGG BRANDED by 12'S (MEDIUM),P3,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/04/2024,POS24040400377,6,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (MED),120.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,120.00000,15%,102.00000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (MEDIUM),WHITE EGG BRANDED by 12'S (MEDIUM),P3,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/04/2024,POS24040400378,2,THE GOOD MEAT BELLY SOBI/BELLY SLICED,479.00,KGs,"x 1,000", ,255.00000,Gs,0.00000,0.25500,0.00000,PHP,122.15000,15%,103.82000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM BELLY SOBI/BELLY SLICED,BELLY SOBI/BELLY SLICED,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/04/2024,POS24040400381,1,THE GOOD MEAT CHICKEN BREAST,249.00,KGs,"x 1,000", ,515.00000,Gs,0.00000,0.51500,0.00000,PHP,128.24000,15%,109.00000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN BREAST,CHICKEN BREAST,CHICKEN BREAST,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/04/2024,POS24040400387,1,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (LARGE),123.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,123.00000,15%,104.55000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (LARGE),WHITE EGG BRANDED by 12'S (LARGE),P4,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/04/2024,POS24040400393,1,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (LARGE),123.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,123.00000,15%,104.55000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (LARGE),WHITE EGG BRANDED by 12'S (LARGE),P4,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/04/2024,POS24040400399,6,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (LARGE),123.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,123.00000,15%,104.55000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (LARGE),WHITE EGG BRANDED by 12'S (LARGE),P4,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/04/2024,POS24040400399,13,THE GOOD MEAT LEAN GROUND PORK,369.00,KGs,"x 1,000", ,990.00000,Gs,0.00000,0.99000,0.00000,PHP,365.31000,15%,310.51000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM LEAN GROUND PORK,LEAN GROUND PORK,LEAN GROUND PORK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/04/2024,POS24040400407,1,THE GOOD MEAT CHICKEN WINGS,239.00,KGs,"x 1,000", ,885.00000,Gs,0.00000,0.88500,0.00000,PHP,211.52000,15%,179.79000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN WINGS,CHICKEN WINGS,CHICKEN WINGS,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/04/2024,POS24040400409,1,THE GOOD MEAT CHICKEN LEG QUARTER,249.00,KGs,"x 1,000", ,565.00000,Gs,0.00000,0.56500,0.00000,PHP,140.69000,15%,119.58000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN LEG QUARTER,CHICKEN LEG QUARTER,CHICKEN LEG,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/04/2024,POS24040400425,1,THE GOOD MEAT REGULAR GROUND PORK,319.00,KGs,"x 1,000", ,395.00000,Gs,0.00000,0.39500,0.00000,PHP,126.01000,15%,107.10000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM REGULAR GROUND PORK,REGULAR GROUND PORK,REGULAR GROUND PORK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/04/2024,POS24040400432,3,THE GOOD MEAT CHICKEN LEG QUARTER,249.00,KGs,"x 1,000", ,550.00000,Gs,0.00000,0.55000,0.00000,PHP,136.95000,15%,116.41000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN LEG QUARTER,CHICKEN LEG QUARTER,CHICKEN LEG,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/04/2024,POS24040400433,12,THE GOOD MEAT PORK STEAK,389.00,KGs,"x 1,000", ,520.00000,Gs,0.00000,0.52000,0.00000,PHP,202.28000,15%,171.94000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM PORK STEAK,PORK STEAK,PORK STEAK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/04/2024,POS24040400433,13,THE GOOD MEAT CHICKEN BREAST,249.00,KGs,"x 1,000", ,1.00000,Gs,0.00000,0.00100,0.00000,PHP,266.43000,15%,226.47000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN BREAST,CHICKEN BREAST,CHICKEN BREAST,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/04/2024,POS24040400443,1,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (LARGE),123.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,123.00000,15%,104.55000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (LARGE),WHITE EGG BRANDED by 12'S (LARGE),P4,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/04/2024,POS24040400446,1,THE GOOD MEAT CUTLETS,409.00,KGs,"x 1,000", ,390.00000,Gs,0.00000,0.39000,0.00000,PHP,159.51000,15%,135.58000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM PORK CUTLETS,PORK CUTLETS,LAMAN,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/04/2024,POS24040400446,2,THE GOOD MEAT LEAN GROUND PORK,369.00,KGs,"x 1,000", ,475.00000,Gs,0.00000,0.47500,0.00000,PHP,175.28000,15%,148.98000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM LEAN GROUND PORK,LEAN GROUND PORK,LEAN GROUND PORK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/04/2024,POS24040400446,3,THE GOOD MEAT BUTTERFLY CUT,389.00,KGs,"x 1,000", ,605.00000,Gs,0.00000,0.60500,0.00000,PHP,235.35000,15%,200.04000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM BUTTERFLY CUT,BUTTERFLY CUT,BUTTERFLY CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/04/2024,POS24040400452,1,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (LARGE),123.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,123.00000,15%,104.55000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (LARGE),WHITE EGG BRANDED by 12'S (LARGE),P4,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/04/2024,POS24040400460,3,THE GOOD MEAT BELLY SOBI/BELLY SLICED,479.00,KGs,"x 1,000", ,340.00000,Gs,0.00000,0.34000,0.00000,PHP,162.86000,15%,138.43000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM BELLY SOBI/BELLY SLICED,BELLY SOBI/BELLY SLICED,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/04/2024,POS24040400462,1,THE GOOD MEAT CHICKEN THIGH,259.00,KGs,"x 1,000", ,470.00000,Gs,0.00000,0.47000,0.00000,PHP,121.73000,15%,103.47000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN THIGH,CHICKEN THIGH,CHICKEN THIGH,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/04/2024,POS24040400462,3,THE GOOD MEAT CHICKEN WINGS,239.00,KGs,"x 1,000", ,190.00000,Gs,0.00000,0.19000,0.00000,PHP,45.41000,15%,38.60000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN WINGS,CHICKEN WINGS,CHICKEN WINGS,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/05/2024,POS24040500468,9,THE GOOD MEAT ADOBO CUT,379.00,KGs,"x 1,000", ,390.00000,Gs,0.00000,0.39000,0.00000,PHP,147.81000,15%,125.64000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500482,1,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (MED),120.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,120.00000,15%,102.00000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (MEDIUM),WHITE EGG BRANDED by 12'S (MEDIUM),P3,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/05/2024,POS24040500513,1,THE GOOD MEAT SINIGANG CUT,279.00,KGs,"x 1,000", ,520.00000,Gs,0.00000,0.52000,0.00000,PHP,145.08000,15%,123.32000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM PORK SINIGANG CUT,PORK SINIGANG CUT,PORK SINIGANG CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500514,1,THE GOOD MEAT PORK SISIG 200G,155.00,PCS,x 1, ,2.00000,PCS,2.00000,0.40000,0.00000,PHP,310.00000,15%,263.50000,VAM,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM PORK SISIG 200G,PORK SISIG 200G,VAM,RETAIL,RTE,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,SISIG,VAM,TGM
2024,APRIL,04/05/2024,POS24040500523,8,THE GOOD MEAT GROUND BEEF,389.00,KGs,"x 1,000", ,265.00000,Gs,0.00000,0.26500,0.00000,PHP,103.09000,15%,87.62000,BEEF,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500535,1,THE GOOD MEAT ADOBO CUT,379.00,KGs,"x 1,000", ,560.00000,Gs,0.00000,0.56000,0.00000,PHP,212.24000,15%,180.40000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500538,8,THE GOOD MEAT CHICKEN BREAST,249.00,KGs,"x 1,000", ,300.00000,Gs,0.00000,0.30000,0.00000,PHP,74.70000,15%,63.50000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN BREAST,CHICKEN BREAST,CHICKEN BREAST,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/05/2024,POS24040500538,9,THE GOOD MEAT GROUND BEEF,389.00,KGs,"x 1,000", ,230.00000,Gs,0.00000,0.23000,0.00000,PHP,89.47000,15%,76.05000,BEEF,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500548,1,THE GOOD MEAT ADOBO CUT,379.00,KGs,"x 1,000", ,330.00000,Gs,0.00000,0.33000,0.00000,PHP,125.07000,15%,106.31000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500550,4,THE GOOD MEAT ADOBO CUT,379.00,KGs,"x 1,000", ,1.00000,Gs,0.00000,0.00100,0.00000,PHP,386.58000,15%,328.59000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500557,4,THE GOOD MEAT SAMGYUPSAL SLICE,499.00,KGs,"x 1,000", ,390.00000,Gs,0.00000,0.39000,0.00000,PHP,194.61000,15%,165.42000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM PORK SAMGYUPSAL SLICE,PORK SAMGYUPSAL SLICE,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500557,5,THE GOOD MEAT MARINATED PORK TAPA,439.00,KGs,"x 1,000", ,470.00000,Gs,0.00000,0.47000,0.00000,PHP,206.33000,15%,175.38000,RTC,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM PORK TAPA,PORK TAPA,PORK MARINATED,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,RTC,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500560,8,THE GOOD MEAT BELLY SOBI/BELLY SLICED,479.00,KGs,"x 1,000", ,170.00000,Gs,0.00000,0.17000,0.00000,PHP,81.43000,15%,69.22000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM BELLY SOBI/BELLY SLICED,BELLY SOBI/BELLY SLICED,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500598,1,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (LARGE),123.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,123.00000,15%,104.55000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (LARGE),WHITE EGG BRANDED by 12'S (LARGE),P4,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/05/2024,POS24040500609,1,THE GOOD MEAT CHICKEN THIGH,259.00,KGs,"x 1,000", ,610.00000,Gs,0.00000,0.61000,0.00000,PHP,157.99000,15%,134.29000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN THIGH,CHICKEN THIGH,CHICKEN THIGH,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/05/2024,POS24040500609,2,THE GOOD MEAT GROUND BEEF,389.00,KGs,"x 1,000", ,525.00000,Gs,0.00000,0.52500,0.00000,PHP,204.23000,15%,173.59000,BEEF,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500616,2,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (LARGE),123.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,123.00000,15%,104.55000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (LARGE),WHITE EGG BRANDED by 12'S (LARGE),P4,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/05/2024,POS24040500619,6,THE GOOD MEAT BACON SLICE,499.00,KGs,"x 1,000", ,520.00000,Gs,0.00000,0.52000,0.00000,PHP,259.48000,15%,220.56000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM BACON SLICE,BACON SLICE,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500619,7,THE GOOD MEAT BEEF SUKIYAKI CUT,629.00,KGs,"x 1,000", ,235.00000,Gs,0.00000,0.23500,0.00000,PHP,147.82000,15%,125.64000,BEEF,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM BEEF SUKIYAKI CUT,BEEF SUKIYAKI CUT,BEEF SUKIYAKI CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500625,1,THE GOOD MEAT CHICKEN WHOLE,215.00,KGs,"x 1,000", ,1.00000,Gs,0.00000,0.00100,0.00000,PHP,279.50000,15%,237.58000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN WHOLE,CHICKEN WHOLE,CHICKEN WHOLE,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/05/2024,POS24040500635,5,THE GOOD MEAT PORK STEAK,389.00,KGs,"x 1,000", ,315.00000,Gs,0.00000,0.31500,0.00000,PHP,122.54000,15%,104.15000,PORK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM PORK STEAK,PORK STEAK,PORK STEAK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500642,1,THE GOOD MEAT WHITE EGG BRANDED BY 12'S (LARGE),123.00,DZN,x 1, ,1.00000,DZN,0.00000,0.00000,12.00000,PHP,123.00000,15%,104.55000,EGG,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM WHITE EGG BRANDED by 12'S (LARGE),WHITE EGG BRANDED by 12'S (LARGE),P4,RETAIL,POULTRY - EGG,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,EGG,EGG,TGM
2024,APRIL,04/05/2024,POS24040500683,1,THE GOOD MEAT ROUND BEEF,619.00,KGs,"x 1,000", ,520.00000,Gs,0.00000,0.52000,0.00000,PHP,321.88000,15%,273.60000,BEEF,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM BEEF ROUND,BEEF ROUND,BEEF ROUND,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500683,2,THE GOOD MEAT GROUND BEEF,389.00,KGs,"x 1,000", ,595.00000,Gs,0.00000,0.59500,0.00000,PHP,231.46000,15%,196.74000,BEEF,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500683,3,THE GOOD MEAT CHICKEN BREAST,249.00,KGs,"x 1,000", ,2.00000,Gs,0.00000,0.00200,0.00000,PHP,521.66000,15%,443.41000,CHICKEN,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM CHICKEN BREAST,CHICKEN BREAST,CHICKEN BREAST,RETAIL,POULTRY - CHICKEN,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,CHICKEN,CHICKEN,TGM
2024,APRIL,04/05/2024,POS24040500683,4,THE GOOD MEAT BEEF STROGANOFF,649.00,KGs,"x 1,000", ,565.00000,Gs,0.00000,0.56500,0.00000,PHP,366.69000,15%,311.68000,BEEF,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM BEEF STROGANOFF,BEEF STROGANOFF,BEEF STROGANOFF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500697,1,THE GOOD MEAT MARINATED BBQ BELLY,489.00,KGs,"x 1,000", ,400.00000,Gs,0.00000,0.40000,0.00000,PHP,195.60000,15%,166.26000,RTC,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM BBQ BELLY,BBQ BELLY,PORK MARINATED,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,RTC,SHOWCASE,TGM
2024,APRIL,04/05/2024,POS24040500701,1,THE GOOD MEAT PORK SAMGYUPSAL 500G,250.00,PCS,x 1, ,1.00000,PCS,1.00000,0.50000,0.00000,PHP,250.00000,15%,212.50000,PORK SHELF-READY PACK,SOUTH GMA,NORMS,WESHOP,SOUTH GMA,0,TGM PORK SAMGYUPSAL SLICE 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
