,1,Sales Liquidation By SKU,Report  Date: 01-04-2024 03:04,,,,,,,
21890,TGM - BEEF MECHADO - KILO,2-Mar-24,2-Mar-24,KG,0.19,88,99.72,87.75,0,87.75  
21825,TGM - GROUND BEEF - KILO,3-Mar-24,3-Mar-24,KG,0.57,88,208.49,183.47,0,183.47  
21826,TGM - PORKCHOP SOBI - KILO,3-Mar-24,3-Mar-24,KG,3.05,88,"1,074.67",945.71,0,945.71  
21828,TGM - PORK MARINATED BELLY - KILO,3-Mar-24,3-Mar-24,KG,0.38,88,183.38,144.08,17.29,161.37  
21832,TGM - PORK BELLY SOBI - KILO,3-Mar-24,3-Mar-24,KG,1.6,88,700.22,616.19,0,616.19  
21834,TGM - REGULAR GROUND PORK - KILO,3-Mar-24,3-Mar-24,KG,0.36,88,100.44,88.39,0,88.39  
21837,TGM - PORK SINIGANG CUT - KILO,3-Mar-24,3-Mar-24,KG,2.56,88,660.46,581.2,0,581.20  
21838,TGM - PORK MENUDO CUT - KILO,3-Mar-24,3-Mar-24,KG,0.63,88,207.27,182.4,0,182.40  
21841,TGM - LEAN GROUND PORK - KILO,3-Mar-24,3-Mar-24,KG,2.14,88,597.06,525.41,0,525.41  
21843,TGM - PORK STEAK - KILO,3-Mar-24,3-Mar-24,KG,3.42,88,"1,140.23","1,003.40",0,"1,003.40  "
21844,TGM - PORK BABY BACK RIBS - KILO,3-Mar-24,3-Mar-24,KG,6.24,88,"2,797.28","2,461.61",0,"2,461.61  "
21846,TGM - PORK RIB SHOULDER - KILO,3-Mar-24,3-Mar-24,KG,4.93,88,"1,801.58","1,585.39",0,"1,585.39  "
21855,TGM - PORK TENDERLOIN - KILO,3-Mar-24,3-Mar-24,KG,0.83,88,378.68,333.24,0,333.24  
21857,TGM - PORK SUKIYAKI CUT - KILO,3-Mar-24,3-Mar-24,KG,0.28,88,131.32,115.56,0,115.56  
21859,TGM - PORK BACON SLICE - KILO,3-Mar-24,3-Mar-24,KG,1.17,88,548.73,482.88,0,482.88  
21862,TGM - PORKCHOP BONELESS - KILO,3-Mar-24,3-Mar-24,KG,1.67,88,662.35,582.87,0,582.87  
21866,TGM - PORK ADOBO CUT - KILO,3-Mar-24,3-Mar-24,KG,1.81,88,576.49,507.31,0,507.31  
21870,TGM - KASIM SOBL - KILO,3-Mar-24,3-Mar-24,KG,1.76,88,610.76,537.47,0,537.47  
21871,TGM - BEEF CUBES - KILO,3-Mar-24,3-Mar-24,KG,0.58,88,304.18,267.68,0,267.68  
21873,TGM - BEEF SIRLOIN - KILO,3-Mar-24,3-Mar-24,KG,0.61,88,389.79,343.02,0,343.02  
21881,TGM - BEEF BRISKET BL - KILO,3-Mar-24,3-Mar-24,KG,0.54,88,291.06,256.13,0,256.13  
21882,TGM - BEEF RIB EYE STEAK - KILO,3-Mar-24,3-Mar-24,KG,0.83,88,650.93,572.82,0,572.82  
21890,TGM - BEEF MECHADO - KILO,3-Mar-24,3-Mar-24,KG,0.58,88,309.93,272.74,0,272.74  
21892,TGM - BEEF BREAKFAST STEAK - KILO,3-Mar-24,3-Mar-24,KG,0.78,88,476.64,419.44,0,419.44  
21920,TGM - BEEF SUKIYAKI - KILO,3-Mar-24,3-Mar-24,KG,0.76,86,474.9,408.41,0,408.41  
21921,TGM - PORK LECHON KAWALI - KILO,3-Mar-24,3-Mar-24,KG,2.81,86,"1,115.22",959.09,0,959.09  
21825,TGM - GROUND BEEF - KILO,4-Mar-24,4-Mar-24,KG,1.06,88,378.14,332.76,0,332.76  
21826,TGM - PORKCHOP SOBI - KILO,4-Mar-24,4-Mar-24,KG,0.3,88,105.91,93.2,0,93.20  
21828,TGM - PORK MARINATED BELLY - KILO,4-Mar-24,4-Mar-24,KG,0.34,88,166.26,130.63,15.68,146.31  
21832,TGM - PORK BELLY SOBI - KILO,4-Mar-24,4-Mar-24,KG,1.07,88,467.54,411.44,0,411.44  
21838,TGM - PORK MENUDO CUT - KILO,4-Mar-24,4-Mar-24,KG,0.13,88,40.63,35.75,0,35.75  
21841,TGM - LEAN GROUND PORK - KILO,4-Mar-24,4-Mar-24,KG,0.95,88,265.05,233.24,0,233.24  
21843,TGM - PORK STEAK - KILO,4-Mar-24,4-Mar-24,KG,1.05,88,354.26,311.75,0,311.75  
21844,TGM - PORK BABY BACK RIBS - KILO,4-Mar-24,4-Mar-24,KG,5.32,88,"2,364.51","2,080.77",0,"2,080.77  "
21854,TGM - PORK PORKCHOP SKINLESS - KILO,4-Mar-24,4-Mar-24,KG,0.18,88,66.33,58.37,0,58.37  
21857,TGM - PORK SUKIYAKI CUT - KILO,4-Mar-24,4-Mar-24,KG,0.89,88,417.41,367.32,0,367.32  
21859,TGM - PORK BACON SLICE - KILO,4-Mar-24,4-Mar-24,KG,0.54,88,253.26,222.87,0,222.87  
21865,TGM - PORK SAMGYEOPSAL - KILO,4-Mar-24,4-Mar-24,KG,1.39,88,649.57,571.62,0,571.62  
21866,TGM - PORK ADOBO CUT - KILO,4-Mar-24,4-Mar-24,KG,1.53,88,500.09,440.08,0,440.08  
21869,TGM - PIGUE SOBL - KILO,4-Mar-24,4-Mar-24,KG,0.81,88,280.95,247.24,0,247.24  
21870,TGM - KASIM SOBL - KILO,4-Mar-24,4-Mar-24,KG,1.31,88,455.45,400.8,0,400.80  
21890,TGM - BEEF MECHADO - KILO,4-Mar-24,4-Mar-24,KG,0.37,88,199.43,175.5,0,175.50  
21901,TGM - OX TRIPE - KILO,4-Mar-24,4-Mar-24,KG,0.52,88,128.24,112.85,0,112.85  
21920,TGM - BEEF SUKIYAKI - KILO,4-Mar-24,4-Mar-24,KG,1.1,86,685.62,589.63,0,589.63  
21825,TGM - GROUND BEEF - KILO,5-Mar-24,5-Mar-24,KG,1.05,88,383.77,337.72,0,337.72  
21832,TGM - PORK BELLY SOBI - KILO,5-Mar-24,5-Mar-24,KG,1.8,88,788.01,693.45,0,693.45  
21834,TGM - REGULAR GROUND PORK - KILO,5-Mar-24,5-Mar-24,KG,0.59,88,164.61,144.86,0,144.86  
21837,TGM - PORK SINIGANG CUT - KILO,5-Mar-24,5-Mar-24,KG,1.33,88,344.47,303.13,0,303.13  
21838,TGM - PORK MENUDO CUT - KILO,5-Mar-24,5-Mar-24,KG,0.53,88,174.37,153.45,0,153.45  
21841,TGM - LEAN GROUND PORK - KILO,5-Mar-24,5-Mar-24,KG,0.52,88,145.08,127.67,0,127.67  
21843,TGM - PORK STEAK - KILO,5-Mar-24,5-Mar-24,KG,1.8,88,596.23,524.68,0,524.68  
21844,TGM - PORK BABY BACK RIBS - KILO,5-Mar-24,5-Mar-24,KG,3.12,88,"1,358.18","1,195.20",0,"1,195.20  "
21854,TGM - PORK PORKCHOP SKINLESS - KILO,5-Mar-24,5-Mar-24,KG,0.89,88,337.31,296.83,0,296.83  
21857,TGM - PORK SUKIYAKI CUT - KILO,5-Mar-24,5-Mar-24,KG,1.45,88,670.69,590.21,0,590.21  
21862,TGM - PORKCHOP BONELESS - KILO,5-Mar-24,5-Mar-24,KG,0.98,88,391.02,344.1,0,344.10  
21866,TGM - PORK ADOBO CUT - KILO,5-Mar-24,5-Mar-24,KG,1.28,88,421.12,370.59,0,370.59  
21871,TGM - BEEF CUBES - KILO,5-Mar-24,5-Mar-24,KG,0.5,88,264.5,232.76,0,232.76  
21920,TGM - BEEF SUKIYAKI - KILO,5-Mar-24,5-Mar-24,KG,0.86,86,537.8,462.51,0,462.51  
21825,TGM - GROUND BEEF - KILO,6-Mar-24,6-Mar-24,KG,1.03,88,380.08,334.47,0,334.47  
21832,TGM - PORK BELLY SOBI - KILO,6-Mar-24,6-Mar-24,KG,0.27,88,116.34,102.38,0,102.38  
21834,TGM - REGULAR GROUND PORK - KILO,6-Mar-24,6-Mar-24,KG,1.37,88,380.84,335.14,0,335.14  
21837,TGM - PORK SINIGANG CUT - KILO,6-Mar-24,6-Mar-24,KG,1.28,88,313.72,276.07,0,276.07  
21841,TGM - LEAN GROUND PORK - KILO,6-Mar-24,6-Mar-24,KG,1.57,88,436.65,384.25,0,384.25  
21843,TGM - PORK STEAK - KILO,6-Mar-24,6-Mar-24,KG,1.94,88,652.59,574.28,0,574.28  
21848,TGM - PORK BUTTERFLY CUT - KILO,6-Mar-24,6-Mar-24,KG,1.22,88,454.19,399.69,0,399.69  
21849,TGM - PORK CUTLETS - KILO,6-Mar-24,6-Mar-24,KG,1.04,88,425.36,374.32,0,374.32  
21854,TGM - PORK PORKCHOP SKINLESS - KILO,6-Mar-24,6-Mar-24,KG,1.32,88,498.39,438.58,0,438.58  
21859,TGM - PORK BACON SLICE - KILO,6-Mar-24,6-Mar-24,KG,0.27,88,124.29,109.38,0,109.38  
21869,TGM - PIGUE SOBL - KILO,6-Mar-24,6-Mar-24,KG,0.46,88,160.54,141.28,0,141.28  
21870,TGM - KASIM SOBL - KILO,6-Mar-24,6-Mar-24,KG,0.99,88,345.51,304.05,0,304.05  
21893,TGM - BEEF STROGANOFF - KILO,6-Mar-24,6-Mar-24,KG,0.32,88,201.28,177.13,0,177.13  
21920,TGM - BEEF SUKIYAKI - KILO,6-Mar-24,6-Mar-24,KG,0.27,86,166.69,143.35,0,143.35  
104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,7-Mar-24,7-Mar-24,EA,1,88,375,330,0,330.00  
21825,TGM - GROUND BEEF - KILO,7-Mar-24,7-Mar-24,KG,0.68,88,249.08,219.19,0,219.19  
21826,TGM - PORKCHOP SOBI - KILO,7-Mar-24,7-Mar-24,KG,0.75,88,267.46,235.36,0,235.36  
21828,TGM - PORK MARINATED BELLY - KILO,7-Mar-24,7-Mar-24,KG,0.46,88,222.5,174.82,20.98,195.80  
21832,TGM - PORK BELLY SOBI - KILO,7-Mar-24,7-Mar-24,KG,1.95,88,853.86,751.4,0,751.40  
21834,TGM - REGULAR GROUND PORK - KILO,7-Mar-24,7-Mar-24,KG,1.19,88,323.68,284.84,0,284.84  
21837,TGM - PORK SINIGANG CUT - KILO,7-Mar-24,7-Mar-24,KG,1.87,88,484.33,426.21,0,426.21  
21838,TGM - PORK MENUDO CUT - KILO,7-Mar-24,7-Mar-24,KG,0.25,88,78.14,68.76,0,68.76  
21841,TGM - LEAN GROUND PORK - KILO,7-Mar-24,7-Mar-24,KG,0.48,88,133.92,117.85,0,117.85  
21842,TGM - PATA FRONT - KILO,7-Mar-24,7-Mar-24,KG,1.45,88,480.75,423.06,0,423.06  
21843,TGM - PORK STEAK - KILO,7-Mar-24,7-Mar-24,KG,2.58,88,872.93,768.18,0,768.18  
21844,TGM - PORK BABY BACK RIBS - KILO,7-Mar-24,7-Mar-24,KG,4.58,88,"2,051.94","1,805.71",0,"1,805.71  "
21846,TGM - PORK RIB SHOULDER - KILO,7-Mar-24,7-Mar-24,KG,2.35,88,886.87,780.45,0,780.45  
21851,TGM - PORK LIVER - KILO,7-Mar-24,7-Mar-24,KG,0.62,88,116.28,102.33,0,102.33  
21854,TGM - PORK PORKCHOP SKINLESS - KILO,7-Mar-24,7-Mar-24,KG,1.65,88,625.35,550.31,0,550.31  
21862,TGM - PORKCHOP BONELESS - KILO,7-Mar-24,7-Mar-24,KG,0.72,88,278.01,244.65,0,244.65  
21866,TGM - PORK ADOBO CUT - KILO,7-Mar-24,7-Mar-24,KG,0.4,88,129.96,114.36,0,114.36  
21870,TGM - KASIM SOBL - KILO,7-Mar-24,7-Mar-24,KG,0.59,88,205.91,181.2,0,181.20  
21881,TGM - BEEF BRISKET BL - KILO,7-Mar-24,7-Mar-24,KG,0.55,88,281.63,247.83,0,247.83  
21890,TGM - BEEF MECHADO - KILO,7-Mar-24,7-Mar-24,KG,0.66,88,355.74,313.05,0,313.05  
21901,TGM - OX TRIPE - KILO,7-Mar-24,7-Mar-24,KG,1.01,88,250.25,220.22,0,220.22  
21920,TGM - BEEF SUKIYAKI - KILO,7-Mar-24,7-Mar-24,KG,0.54,86,336.52,289.41,0,289.41  
21921,TGM - PORK LECHON KAWALI - KILO,7-Mar-24,7-Mar-24,KG,2.88,86,"1,107.43",952.39,0,952.39  
21825,TGM - GROUND BEEF - KILO,8-Mar-24,8-Mar-24,KG,0.51,88,188.19,165.61,0,165.61  
21826,TGM - PORKCHOP SOBI - KILO,8-Mar-24,8-Mar-24,KG,0.64,88,229.76,202.19,0,202.19  
21832,TGM - PORK BELLY SOBI - KILO,8-Mar-24,8-Mar-24,KG,1.36,88,594.85,523.47,0,523.47  
21838,TGM - PORK MENUDO CUT - KILO,8-Mar-24,8-Mar-24,KG,0.51,88,167.79,147.66,0,147.66  
21841,TGM - LEAN GROUND PORK - KILO,8-Mar-24,8-Mar-24,KG,0.51,88,142.29,125.22,0,125.22  
21843,TGM - PORK STEAK - KILO,8-Mar-24,8-Mar-24,KG,1.63,88,550.88,484.77,0,484.77  
21844,TGM - PORK BABY BACK RIBS - KILO,8-Mar-24,8-Mar-24,KG,0.83,88,372.67,327.95,0,327.95  
21851,TGM - PORK LIVER - KILO,8-Mar-24,8-Mar-24,KG,0.51,88,101.49,89.31,0,89.31  
21854,TGM - PORK PORKCHOP SKINLESS - KILO,8-Mar-24,8-Mar-24,KG,1.65,88,610.01,536.81,0,536.81  
21857,TGM - PORK SUKIYAKI CUT - KILO,8-Mar-24,8-Mar-24,KG,0.52,88,231.69,203.89,0,203.89  
21862,TGM - PORKCHOP BONELESS - KILO,8-Mar-24,8-Mar-24,KG,4.52,88,"1,799.50","1,583.56",0,"1,583.56  "
21865,TGM - PORK SAMGYEOPSAL - KILO,8-Mar-24,8-Mar-24,KG,0.5,88,234.5,206.36,0,206.36  
21866,TGM - PORK ADOBO CUT - KILO,8-Mar-24,8-Mar-24,KG,0.96,88,314.2,276.5,0,276.50  
21869,TGM - PIGUE SOBL - KILO,8-Mar-24,8-Mar-24,KG,0.52,88,179.74,158.17,0,158.17  
21920,TGM - BEEF SUKIYAKI - KILO,8-Mar-24,8-Mar-24,KG,0.27,86,166.69,143.35,0,143.35  
21825,TGM - GROUND BEEF - KILO,9-Mar-24,9-Mar-24,KG,1.8,88,662.36,582.88,0,582.88  
21832,TGM - PORK BELLY SOBI - KILO,9-Mar-24,9-Mar-24,KG,1.86,88,807.78,710.85,0,710.85  
21834,TGM - REGULAR GROUND PORK - KILO,9-Mar-24,9-Mar-24,KG,0.46,88,128.34,112.94,0,112.94  
21841,TGM - LEAN GROUND PORK - KILO,9-Mar-24,9-Mar-24,KG,0.58,88,160.43,141.18,0,141.18  
21842,TGM - PATA FRONT - KILO,9-Mar-24,9-Mar-24,KG,4.23,88,"1,476.27","1,299.12",0,"1,299.12  "
21843,TGM - PORK STEAK - KILO,9-Mar-24,9-Mar-24,KG,3.32,88,"1,105.66",972.98,0,972.98  
21844,TGM - PORK BABY BACK RIBS - KILO,9-Mar-24,9-Mar-24,KG,2.26,88,992.07,873.02,0,873.02  
21846,TGM - PORK RIB SHOULDER - KILO,9-Mar-24,9-Mar-24,KG,1.54,88,583.66,513.62,0,513.62  
21851,TGM - PORK LIVER - KILO,9-Mar-24,9-Mar-24,KG,0.3,88,58.71,51.66,0,51.66  
21854,TGM - PORK PORKCHOP SKINLESS - KILO,9-Mar-24,9-Mar-24,KG,1.46,88,551.45,485.28,0,485.28  
21857,TGM - PORK SUKIYAKI CUT - KILO,9-Mar-24,9-Mar-24,KG,0.8,88,375.2,330.18,0,330.18  
21859,TGM - PORK BACON SLICE - KILO,9-Mar-24,9-Mar-24,KG,0.6,88,281.4,247.63,0,247.63  
21862,TGM - PORKCHOP BONELESS - KILO,9-Mar-24,9-Mar-24,KG,1.26,88,502.74,442.41,0,442.41  
21869,TGM - PIGUE SOBL - KILO,9-Mar-24,9-Mar-24,KG,1.18,88,411.82,362.4,0,362.40  
21892,TGM - BEEF BREAKFAST STEAK - KILO,9-Mar-24,9-Mar-24,KG,1.99,88,"1,225.63","1,078.55",0,"1,078.55  "
21901,TGM - OX TRIPE - KILO,9-Mar-24,9-Mar-24,KG,2.05,88,510.45,449.2,0,449.20  
21920,TGM - BEEF SUKIYAKI - KILO,9-Mar-24,9-Mar-24,KG,0.56,86,349.1,300.23,0,300.23  
21825,TGM - GROUND BEEF - KILO,10-Mar-24,10-Mar-24,KG,1.03,88,380.07,334.46,0,334.46  
21832,TGM - PORK BELLY SOBI - KILO,10-Mar-24,10-Mar-24,KG,0.43,88,186.58,164.19,0,164.19  
21834,TGM - REGULAR GROUND PORK - KILO,10-Mar-24,10-Mar-24,KG,1.56,88,435.24,383.01,0,383.01  
21837,TGM - PORK SINIGANG CUT - KILO,10-Mar-24,10-Mar-24,KG,1.53,88,386.68,340.28,0,340.28  
21838,TGM - PORK MENUDO CUT - KILO,10-Mar-24,10-Mar-24,KG,2.5,88,820.86,722.36,0,722.36  
21841,TGM - LEAN GROUND PORK - KILO,10-Mar-24,10-Mar-24,KG,1.55,88,429.67,378.11,0,378.11  
21843,TGM - PORK STEAK - KILO,10-Mar-24,10-Mar-24,KG,0.69,88,232.22,204.35,0,204.35  
21844,TGM - PORK BABY BACK RIBS - KILO,10-Mar-24,10-Mar-24,KG,2.59,88,"1,162.91","1,023.36",0,"1,023.36  "
21849,TGM - PORK CUTLETS - KILO,10-Mar-24,10-Mar-24,KG,1.1,88,449.9,395.91,0,395.91  
21854,TGM - PORK PORKCHOP SKINLESS - KILO,10-Mar-24,10-Mar-24,KG,0.59,88,221.72,195.11,0,195.11  
21857,TGM - PORK SUKIYAKI CUT - KILO,10-Mar-24,10-Mar-24,KG,0.21,88,96.15,84.61,0,84.61  
21859,TGM - PORK BACON SLICE - KILO,10-Mar-24,10-Mar-24,KG,1.24,88,581.56,511.77,0,511.77  
21862,TGM - PORKCHOP BONELESS - KILO,10-Mar-24,10-Mar-24,KG,1.05,88,406.19,357.45,0,357.45  
21870,TGM - KASIM SOBL - KILO,10-Mar-24,10-Mar-24,KG,2.67,88,931.83,820.01,0,820.01  
21873,TGM - BEEF SIRLOIN - KILO,10-Mar-24,10-Mar-24,KG,0.66,88,418.55,368.32,0,368.32  
21881,TGM - BEEF BRISKET BL - KILO,10-Mar-24,10-Mar-24,KG,1.24,88,651.93,573.7,0,573.70  
21882,TGM - BEEF RIB EYE STEAK - KILO,10-Mar-24,10-Mar-24,KG,0.44,88,347.16,305.5,0,305.50  
21890,TGM - BEEF MECHADO - KILO,10-Mar-24,10-Mar-24,KG,0.5,88,269.5,237.16,0,237.16  
21892,TGM - BEEF BREAKFAST STEAK - KILO,10-Mar-24,10-Mar-24,KG,0.29,88,176.42,155.25,0,155.25  
21920,TGM - BEEF SUKIYAKI - KILO,10-Mar-24,10-Mar-24,KG,0.53,86,330.23,284,0,284.00  
104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,11-Mar-24,11-Mar-24,EA,1,88,356.25,313.5,0,313.50  
21825,TGM - GROUND BEEF - KILO,11-Mar-24,11-Mar-24,KG,2.26,88,809.14,712.04,0,712.04  
21826,TGM - PORKCHOP SOBI - KILO,11-Mar-24,11-Mar-24,KG,0.53,88,190.27,167.44,0,167.44  
21828,TGM - PORK MARINATED BELLY - KILO,11-Mar-24,11-Mar-24,KG,0.44,88,202.08,158.78,19.05,177.83  
21832,TGM - PORK BELLY SOBI - KILO,11-Mar-24,11-Mar-24,KG,0.45,88,195.36,171.92,0,171.92  
21841,TGM - LEAN GROUND PORK - KILO,11-Mar-24,11-Mar-24,KG,1.28,88,355.73,313.04,0,313.04  
21842,TGM - PATA FRONT - KILO,11-Mar-24,11-Mar-24,KG,1.33,88,464.17,408.47,0,408.47  
21843,TGM - PORK STEAK - KILO,11-Mar-24,11-Mar-24,KG,3.2,88,"1,060.73",933.44,0,933.44  
21844,TGM - PORK BABY BACK RIBS - KILO,11-Mar-24,11-Mar-24,KG,3.83,88,"1,717.43","1,511.34",0,"1,511.34  "
21854,TGM - PORK PORKCHOP SKINLESS - KILO,11-Mar-24,11-Mar-24,KG,1.56,88,576.08,506.95,0,506.95  
21862,TGM - PORKCHOP BONELESS - KILO,11-Mar-24,11-Mar-24,KG,1.94,88,774.06,681.17,0,681.17  
21869,TGM - PIGUE SOBL - KILO,11-Mar-24,11-Mar-24,KG,1.7,88,593.3,522.1,0,522.10  
21870,TGM - KASIM SOBL - KILO,11-Mar-24,11-Mar-24,KG,1.87,88,652.63,574.31,0,574.31  
21890,TGM - BEEF MECHADO - KILO,11-Mar-24,11-Mar-24,KG,0.61,88,328.79,289.34,0,289.34  
21892,TGM - BEEF BREAKFAST STEAK - KILO,11-Mar-24,11-Mar-24,KG,0.52,88,318.79,280.54,0,280.54  
21920,TGM - BEEF SUKIYAKI - KILO,11-Mar-24,11-Mar-24,KG,0.42,86,264.18,227.19,0,227.19  
21825,TGM - GROUND BEEF - KILO,12-Mar-24,12-Mar-24,KG,3.99,88,"1,466.79","1,290.78",0,"1,290.78  "
21828,TGM - PORK MARINATED BELLY - KILO,12-Mar-24,12-Mar-24,KG,0.85,88,413.21,324.66,38.96,363.62  
21832,TGM - PORK BELLY SOBI - KILO,12-Mar-24,12-Mar-24,KG,1.43,88,623.39,548.58,0,548.58  
21834,TGM - REGULAR GROUND PORK - KILO,12-Mar-24,12-Mar-24,KG,1.06,88,292.96,257.8,0,257.80  
21838,TGM - PORK MENUDO CUT - KILO,12-Mar-24,12-Mar-24,KG,1.09,88,356.97,314.13,0,314.13  
21841,TGM - LEAN GROUND PORK - KILO,12-Mar-24,12-Mar-24,KG,1.51,88,419.9,369.51,0,369.51  
21843,TGM - PORK STEAK - KILO,12-Mar-24,12-Mar-24,KG,2.53,88,842,740.96,0,740.96  
21844,TGM - PORK BABY BACK RIBS - KILO,12-Mar-24,12-Mar-24,KG,1.83,88,821.67,723.07,0,723.07  
21851,TGM - PORK LIVER - KILO,12-Mar-24,12-Mar-24,KG,0.88,88,174.13,153.23,0,153.23  
21854,TGM - PORK PORKCHOP SKINLESS - KILO,12-Mar-24,12-Mar-24,KG,2.5,88,943.72,830.47,0,830.47  
21862,TGM - PORKCHOP BONELESS - KILO,12-Mar-24,12-Mar-24,KG,0.71,88,283.29,249.3,0,249.30  
21866,TGM - PORK ADOBO CUT - KILO,12-Mar-24,12-Mar-24,KG,3.09,88,"1,010.05",888.84,0,888.84  
21892,TGM - BEEF BREAKFAST STEAK - KILO,12-Mar-24,12-Mar-24,KG,0.32,88,188.18,165.6,0,165.60  
21920,TGM - BEEF SUKIYAKI - KILO,12-Mar-24,12-Mar-24,KG,0.91,86,572.39,492.26,0,492.26  
104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,13-Mar-24,13-Mar-24,EA,1,88,375,330,0,330.00  
21834,TGM - REGULAR GROUND PORK - KILO,13-Mar-24,13-Mar-24,KG,1.77,88,485.26,427.03,0,427.03  
21838,TGM - PORK MENUDO CUT - KILO,13-Mar-24,13-Mar-24,KG,0.9,88,296.1,260.57,0,260.57  
21841,TGM - LEAN GROUND PORK - KILO,13-Mar-24,13-Mar-24,KG,1.01,88,273.35,240.55,0,240.55  
21844,TGM - PORK BABY BACK RIBS - KILO,13-Mar-24,13-Mar-24,KG,2.74,88,"1,228.02","1,080.66",0,"1,080.66  "
21851,TGM - PORK LIVER - KILO,13-Mar-24,13-Mar-24,KG,0.21,88,41.79,36.78,0,36.78  
21854,TGM - PORK PORKCHOP SKINLESS - KILO,13-Mar-24,13-Mar-24,KG,0.38,88,142.13,125.07,0,125.07  
