,1,Sales Liquidation By SKU,Report  Date: 01-04-2024 03:04,,,,,,,
,1,(Reference No:C_INVC_PO17310141),,,,,,,,
,1,,Page 1 Of 1,,,,,,,
,  1 1,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
From Period: 01-MAR-2024  ,To period: 31-MAR-2024,  Reference No:   C_INVC_PO17310141          ,                            PO No: 17310141        ,,,,,,,
,,,,,,,,,,
CONCESSIONAIRE,,,,,,,,,,
Supplier Site:    ,903066   -   PILMICO ANIMAL NUTRITION CORPORATION                                                                                                                                      ,Store:    ,2018-THE METRO GAISANO PASIG          ,,,,,,,
Supplier Site Address:,ABOITIZ CORPORATE CENTER GOV. MANUEL A. CUENCE AVE. KASAMBAGAN,Department:,2080  - Frozen and Chilled          ,,,,,,,
,",CEBU CITY",,,,,,,,,
SKU and transaction date wise summary:-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU,Description,Tran Date,Post Date,Sell UOM,QTY,Concession ,Gross Sales Amt ,Concession Amt ,Input VAT,Concession Amt
,,,,,,Rate   (%),(Incl of VAT),(Excl of VAT),,(Incl of VAT)
104143265,TGM PORK TAPA 400G,1-Mar-24,1-Mar-24,EA,1,80,170,121.43,14.57,136.00  
104143253,TGM PORK SISIG 200G,2-Mar-24,2-Mar-24,EA,3,80,465,332.14,39.86,372.00  
104143253,TGM PORK SISIG 200G,3-Mar-24,3-Mar-24,EA,1,80,155,110.71,13.29,124.00  
104143263,TGM PORK TOCINO 400G,3-Mar-24,3-Mar-24,EA,1,80,165,117.86,14.14,132.00  
104143265,TGM PORK TAPA 400G,3-Mar-24,3-Mar-24,EA,4,80,680,485.71,58.29,544.00  
104143282,THE GOOD MEAT BRICK HAM 400G,3-Mar-24,3-Mar-24,EA,1,80,140,100,12,112.00  
104143246,TGM FARMERS HAM 200G,4-Mar-24,4-Mar-24,EA,1,80,155,110.71,13.29,124.00  
104143253,TGM PORK SISIG 200G,4-Mar-24,4-Mar-24,EA,1,80,155,110.71,13.29,124.00  
104143246,TGM FARMERS HAM 200G,6-Mar-24,6-Mar-24,EA,1,80,155,110.71,13.29,124.00  
104143253,TGM PORK SISIG 200G,6-Mar-24,6-Mar-24,EA,1,80,155,110.71,13.29,124.00  
104143265,TGM PORK TAPA 400G,6-Mar-24,6-Mar-24,EA,2,80,340,242.86,29.14,272.00  
104143263,TGM PORK TOCINO 400G,7-Mar-24,7-Mar-24,EA,2,80,330,235.71,28.29,264.00  
104143263,TGM PORK TOCINO 400G,12-Mar-24,12-Mar-24,EA,2,80,330,235.71,28.29,264.00  
104143253,TGM PORK SISIG 200G,13-Mar-24,13-Mar-24,EA,2,80,310,221.43,26.57,248.00  
104143263,TGM PORK TOCINO 400G,13-Mar-24,13-Mar-24,EA,3,80,495,353.57,42.43,396.00  
104143282,THE GOOD MEAT BRICK HAM 400G,15-Mar-24,15-Mar-24,EA,1,80,140,100,12,112.00  
104143263,TGM PORK TOCINO 400G,18-Mar-24,18-Mar-24,EA,1,80,165,117.86,14.14,132.00  
104143253,TGM PORK SISIG 200G,19-Mar-24,19-Mar-24,EA,2,80,310,221.43,26.57,248.00  
104143253,TGM PORK SISIG 200G,24-Mar-24,24-Mar-24,EA,2,80,310,221.43,26.57,248.00  
104143263,TGM PORK TOCINO 400G,24-Mar-24,24-Mar-24,EA,1,80,165,117.86,14.14,132.00  
104143265,TGM PORK TAPA 400G,24-Mar-24,24-Mar-24,EA,1,80,170,121.43,14.57,136.00  
104143253,TGM PORK SISIG 200G,26-Mar-24,26-Mar-24,EA,1,80,155,110.71,13.29,124.00  
104143256,TGM SMOKED BACON 400G,26-Mar-24,26-Mar-24,EA,1,80,335,239.29,28.71,268.00  
104143253,TGM PORK SISIG 200G,30-Mar-24,30-Mar-24,EA,2,80,310,221.43,26.57,248.00  
104143256,TGM SMOKED BACON 400G,30-Mar-24,30-Mar-24,EA,2,80,670,478.57,57.43,536.00  
104143265,TGM PORK TAPA 400G,30-Mar-24,30-Mar-24,EA,1,80,170,121.43,14.57,136.00  
104143246,TGM FARMERS HAM 200G,31-Mar-24,31-Mar-24,EA,2,80,310,221.43,26.57,248.00  
104143265,TGM PORK TAPA 400G,31-Mar-24,31-Mar-24,EA,1,80,170,121.43,14.57,136.00  
104143268,TGM BELLY BBQ 400G,31-Mar-24,31-Mar-24,EA,1,80,425,303.57,36.43,340.00  
Total Amount (PHP) :,,,,,,,"8,005.00","5,717.86",686.14,"6,404.00"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU wise summary:-,,,,,,,,,,
,,,,,,,,,,
Item Summary #,SKU,Description,QTY,Concession Amt ,Input VAT,Concession Amt,,,,
,,,,(Excl of VAT),,(Incl of VAT),,,,
1,104143246,TGM FARMERS HAM 200G,4,442.86,53.14,496.00  ,,,,
2,104143253,TGM PORK SISIG 200G,15,"1,660.71",199.29,"1,860.00  ",,,,
3,104143256,TGM SMOKED BACON 400G,3,717.86,86.14,804.00  ,,,,
4,104143263,TGM PORK TOCINO 400G,10,"1,178.57",141.43,"1,320.00  ",,,,
5,104143265,TGM PORK TAPA 400G,10,"1,214.29",145.71,"1,360.00  ",,,,
6,104143268,TGM BELLY BBQ 400G,1,303.57,36.43,340.00  ,,,,
7,104143282,THE GOOD MEAT BRICK HAM 400G,2,200,24,224.00  ,,,,
,Total Amount (PHP) :,,,"5,717.86",686.14,"6,404.00",,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
NOTE:  Concession Rate (%) = 100% - Latest Commission Rate of the Item ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
APPROVED BY:,,,,,,,,,,
,,,,,,,,,,
                                                       _______________________________,,,,,,,,,,
                                                               MERCHANDISING,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End of Report ,,,,,,,,,,
