,1,Sales Liquidation By SKU,Report  Date: 01-04-2024 03:04,,,,,,,
104194044,TGM SISIG FIESTA - LECHN KAWALI SISIG 200G,20-Mar-24,20-Mar-24,EA,3,80,510,364.29,43.71,408.00  
104143256,TGM SMOKED BACON 400G,21-Mar-24,21-Mar-24,EA,1,80,335,239.29,28.71,268.00  
104194032,TGM  SISIG FIESTA -SPICY PRK SISIG 200G,21-Mar-24,21-Mar-24,EA,1,80,150,107.14,12.86,120.00  
104194032,TGM  SISIG FIESTA -SPICY PRK SISIG 200G,22-Mar-24,22-Mar-24,EA,2,80,300,214.29,25.71,240.00  
104194044,TGM SISIG FIESTA - LECHN KAWALI SISIG 200G,22-Mar-24,22-Mar-24,EA,1,80,170,121.43,14.57,136.00  
104143253,TGM PORK SISIG 200G,23-Mar-24,23-Mar-24,EA,2,80,310,221.43,26.57,248.00  
104194032,TGM  SISIG FIESTA -SPICY PRK SISIG 200G,23-Mar-24,23-Mar-24,EA,1,80,150,107.14,12.86,120.00  
104143256,TGM SMOKED BACON 400G,24-Mar-24,24-Mar-24,EA,1,80,335,239.29,28.71,268.00  
104143263,TGM PORK TOCINO 400G,24-Mar-24,24-Mar-24,EA,1,80,165,117.86,14.14,132.00  
104143265,TGM PORK TAPA 400G,24-Mar-24,24-Mar-24,EA,1,80,170,121.43,14.57,136.00  
104194032,TGM  SISIG FIESTA -SPICY PRK SISIG 200G,24-Mar-24,24-Mar-24,EA,1,80,142.5,101.79,12.21,114.00  
104194044,TGM SISIG FIESTA - LECHN KAWALI SISIG 200G,25-Mar-24,25-Mar-24,EA,2,80,340,242.86,29.14,272.00  
104194040,TGM  SISIG FIESTA-CRISPY PATA SISIG 200G,26-Mar-24,26-Mar-24,EA,2,80,340,242.86,29.14,272.00  
104143265,TGM PORK TAPA 400G,27-Mar-24,27-Mar-24,EA,1,80,170,121.43,14.57,136.00  
104194032,TGM  SISIG FIESTA -SPICY PRK SISIG 200G,27-Mar-24,27-Mar-24,EA,1,80,150,107.14,12.86,120.00  
104143253,TGM PORK SISIG 200G,30-Mar-24,30-Mar-24,EA,3,80,465,332.14,39.86,372.00  
104143256,TGM SMOKED BACON 400G,30-Mar-24,30-Mar-24,EA,1,80,335,239.29,28.71,268.00  
104143263,TGM PORK TOCINO 400G,30-Mar-24,30-Mar-24,EA,6,80,990,707.14,84.86,792.00  
104143268,TGM BELLY BBQ 400G,30-Mar-24,30-Mar-24,EA,2,80,850,607.14,72.86,680.00  
104194032,TGM  SISIG FIESTA -SPICY PRK SISIG 200G,30-Mar-24,30-Mar-24,EA,1,80,150,107.14,12.86,120.00  
104194040,TGM  SISIG FIESTA-CRISPY PATA SISIG 200G,30-Mar-24,30-Mar-24,EA,2,80,331.5,236.79,28.41,265.20  
104143263,TGM PORK TOCINO 400G,31-Mar-24,31-Mar-24,EA,1,80,165,117.86,14.14,132.00  
104143268,TGM BELLY BBQ 400G,31-Mar-24,31-Mar-24,EA,1,80,425,303.57,36.43,340.00  
104194032,TGM  SISIG FIESTA -SPICY PRK SISIG 200G,31-Mar-24,31-Mar-24,EA,2,80,300,214.29,25.71,240.00  
104194040,TGM  SISIG FIESTA-CRISPY PATA SISIG 200G,31-Mar-24,31-Mar-24,EA,1,80,170,121.43,14.57,136.00  
Total Amount (PHP) :,,,,,,,"18,519.00","13,227.86","1,587.34","14,815.20"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU wise summary:-,,,,,,,,,,
,,,,,,,,,,
Item Summary #,SKU,Description,QTY,Concession Amt ,Input VAT,Concession Amt,,,,
,,,,(Excl of VAT),,(Incl of VAT),,,,
1,104143246,TGM FARMERS HAM 200G,2,221.43,26.57,248.00  ,,,,
2,104143253,TGM PORK SISIG 200G,18,"1,992.86",239.14,"2,232.00  ",,,,
3,104143256,TGM SMOKED BACON 400G,6,"1,435.71",172.29,"1,608.00  ",,,,
4,104143263,TGM PORK TOCINO 400G,14,"1,650.00",198,"1,848.00  ",,,,
5,104143265,TGM PORK TAPA 400G,7,850,102,952.00  ,,,,
6,104143268,TGM BELLY BBQ 400G,5,"1,517.86",182.14,"1,700.00  ",,,,
7,104194032,TGM  SISIG FIESTA -SPICY PRK SISIG 200G,18,"1,923.21",230.79,"2,154.00  ",,,,
8,104194036,TGM  SISIG FIESTA -BELLYCHON SISIG 200G,9,"1,092.86",131.14,"1,224.00  ",,,,
9,104194040,TGM  SISIG FIESTA-CRISPY PATA SISIG 200G,9,"1,086.79",130.41,"1,217.20  ",,,,
10,104194044,TGM SISIG FIESTA - LECHN KAWALI SISIG 200G,12,"1,457.14",174.86,"1,632.00  ",,,,
,Total Amount (PHP) :,,,"13,227.86","1,587.34","14,815.20",,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
NOTE:  Concession Rate (%) = 100% - Latest Commission Rate of the Item ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
APPROVED BY:,,,,,,,,,,
,,,,,,,,,,
                                                       _______________________________,,,,,,,,,,
                                                               MERCHANDISING,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End of Report ,,,,,,,,,,
