,1,Sales Liquidation By SKU,Report  Date: 01-04-2024 03:04,,,,,,,
,1,(Reference No:C_INVC_PO17310288),,,,,,,,
,1,,Page 1 Of 1,,,,,,,
,  1 1,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
From Period: 01-MAR-2024  ,To period: 31-MAR-2024,  Reference No:   C_INVC_PO17310288          ,                            PO No: 17310288        ,,,,,,,
,,,,,,,,,,
CONCESSIONAIRE,,,,,,,,,,
Supplier Site:    ,903066   -   PILMICO ANIMAL NUTRITION CORPORATION                                                                                                                                      ,Store:    ,2009-VALUESHOP MARKET MARKET INC. (METRO ALABANG)          ,,,,,,,
Supplier Site Address:,ABOITIZ CORPORATE CENTER GOV. MANUEL A. CUENCE AVE. KASAMBAGAN,Department:,2020  - Meat and Poultry          ,,,,,,,
,",CEBU CITY",,,,,,,,,
SKU and transaction date wise summary:-,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU,Description,Tran Date,Post Date,Sell UOM,QTY,Concession ,Gross Sales Amt ,Concession Amt ,Input VAT,Concession Amt
,,,,,,Rate   (%),(Incl of VAT),(Excl of VAT),,(Incl of VAT)
104086250,TGM - PORK SAMGYUPSAL 500G - PACK,1-Mar-24,1-Mar-24,EA,1,88,260,228.8,0,228.80  
104086250,TGM - PORK SAMGYUPSAL 500G - PACK,3-Mar-24,3-Mar-24,EA,1,88,260,228.8,0,228.80  
104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,3-Mar-24,3-Mar-24,EA,1,88,375,330,0,330.00  
104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,4-Mar-24,4-Mar-24,EA,1,88,375,330,0,330.00  
104086246,TGM - MENUDO CUT 500G - PACK,6-Mar-24,6-Mar-24,EA,1,88,180.5,158.84,0,158.84  
104086234,TGM - PORKCHOP 500G - PACK,9-Mar-24,9-Mar-24,EA,1,86,230,197.8,0,197.80  
104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,9-Mar-24,9-Mar-24,EA,1,88,250,220,0,220.00  
104086250,TGM - PORK SAMGYUPSAL 500G - PACK,10-Mar-24,10-Mar-24,EA,1,88,260,228.8,0,228.80  
104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,11-Mar-24,11-Mar-24,EA,1,88,250,220,0,220.00  
104086239,TGM - ADOBO CUT 500G - PACK,12-Mar-24,12-Mar-24,EA,1,88,175.75,154.66,0,154.66  
104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,12-Mar-24,12-Mar-24,EA,1,88,237.5,209,0,209.00  
104086250,TGM - PORK SAMGYUPSAL 500G - PACK,12-Mar-24,12-Mar-24,EA,1,88,260,228.8,0,228.80  
104086239,TGM - ADOBO CUT 500G - PACK,17-Mar-24,17-Mar-24,EA,1,88,185,162.8,0,162.80  
104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,17-Mar-24,17-Mar-24,EA,1,88,237.5,209,0,209.00  
104086250,TGM - PORK SAMGYUPSAL 500G - PACK,23-Mar-24,23-Mar-24,EA,1,88,260,228.8,0,228.80  
104086250,TGM - PORK SAMGYUPSAL 500G - PACK,27-Mar-24,27-Mar-24,EA,1,88,260,228.8,0,228.80  
Total Amount (PHP) :,,,,,,,"4,056.25","3,564.90",0,"3,564.90"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU wise summary:-,,,,,,,,,,
,,,,,,,,,,
Item Summary #,SKU,Description,QTY,Concession Amt ,Input VAT,Concession Amt,,,,
,,,,(Excl of VAT),,(Incl of VAT),,,,
1,104086234,TGM - PORKCHOP 500G - PACK,1,197.8,0,197.80  ,,,,
2,104086239,TGM - ADOBO CUT 500G - PACK,2,317.46,0,317.46  ,,,,
3,104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,4,858,0,858.00  ,,,,
4,104086246,TGM - MENUDO CUT 500G - PACK,1,158.84,0,158.84  ,,,,
5,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6,"1,372.80",0,"1,372.80  ",,,,
6,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,2,660,0,660.00  ,,,,
,Total Amount (PHP) :,,,"3,564.90",0,"3,564.90",,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
NOTE:  Concession Rate (%) = 100% - Latest Commission Rate of the Item ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
APPROVED BY:,,,,,,,,,,
,,,,,,,,,,
                                                       _______________________________,,,,,,,,,,
                                                               MERCHANDISING,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End of Report ,,,,,,,,,,
