,1,Sales Liquidation By SKU,Report  Date: 01-04-2024 03:04,,,,,,,
21843,TGM - PORK STEAK - KILO,3-Mar-24,3-Mar-24,KG,0.76,88,255.95,225.24,0,225.24  
21844,TGM - PORK BABY BACK RIBS - KILO,3-Mar-24,3-Mar-24,KG,0.87,88,388.39,341.78,0,341.78  
21866,TGM - PORK ADOBO CUT - KILO,3-Mar-24,3-Mar-24,KG,0.28,88,90.48,79.62,0,79.62  
21868,TGM - KASIM SLBL - KILO,3-Mar-24,3-Mar-24,KG,0.61,88,194.59,171.24,0,171.24  
21875,TGM - BEEF SHANK - KILO,3-Mar-24,3-Mar-24,KG,2.16,88,"1,053.80",927.34,0,927.34  
21892,TGM - BEEF BREAKFAST STEAK - KILO,3-Mar-24,3-Mar-24,KG,0.31,88,191.89,168.86,0,168.86  
21826,TGM - PORKCHOP SOBI - KILO,4-Mar-24,4-Mar-24,KG,1.28,88,457.73,402.8,0,402.80  
21830,TGM - PORK TAPA - KILO,4-Mar-24,4-Mar-24,KG,0.66,88,283.14,222.47,26.7,249.16  
21837,TGM - PORK SINIGANG CUT - KILO,4-Mar-24,4-Mar-24,KG,0.56,88,145.04,127.64,0,127.64  
21866,TGM - PORK ADOBO CUT - KILO,4-Mar-24,4-Mar-24,KG,1.02,88,333.94,293.87,0,293.87  
21825,TGM - GROUND BEEF - KILO,5-Mar-24,5-Mar-24,KG,0.51,88,188.19,165.61,0,165.61  
21826,TGM - PORKCHOP SOBI - KILO,5-Mar-24,5-Mar-24,KG,0.51,88,181.3,159.54,0,159.54  
21832,TGM - PORK BELLY SOBI - KILO,5-Mar-24,5-Mar-24,KG,2.4,88,"1,034.41",910.28,0,910.28  
21837,TGM - PORK SINIGANG CUT - KILO,5-Mar-24,5-Mar-24,KG,2.49,88,628.8,553.34,0,553.34  
21838,TGM - PORK MENUDO CUT - KILO,5-Mar-24,5-Mar-24,KG,3.54,88,"1,163.02","1,023.46",0,"1,023.46  "
21841,TGM - LEAN GROUND PORK - KILO,5-Mar-24,5-Mar-24,KG,1.66,88,460.36,405.12,0,405.12  
21843,TGM - PORK STEAK - KILO,5-Mar-24,5-Mar-24,KG,2.67,88,897.99,790.23,0,790.23  
21845,TGM - PORK CUBES - KILO,5-Mar-24,5-Mar-24,KG,0.84,88,322.51,283.81,0,283.81  
21846,TGM - PORK RIB SHOULDER - KILO,5-Mar-24,5-Mar-24,KG,2.1,88,756.1,665.37,0,665.37  
21851,TGM - PORK LIVER - KILO,5-Mar-24,5-Mar-24,KG,0.61,88,119.41,105.08,0,105.08  
21859,TGM - PORK BACON SLICE - KILO,5-Mar-24,5-Mar-24,KG,2.15,88,"1,003.67",883.23,0,883.23  
21866,TGM - PORK ADOBO CUT - KILO,5-Mar-24,5-Mar-24,KG,1.04,88,325.05,286.04,0,286.04  
21869,TGM - PIGUE SOBL - KILO,5-Mar-24,5-Mar-24,KG,2.82,88,980.7,863.02,0,863.02  
21872,TGM - GROUND ROUND - KILO,5-Mar-24,5-Mar-24,KG,0.75,88,339.67,298.91,0,298.91  
21873,TGM - BEEF SIRLOIN - KILO,5-Mar-24,5-Mar-24,KG,0.42,88,265.19,233.37,0,233.37  
21874,TGM - BEEF SHORT RIBS - KILO,5-Mar-24,5-Mar-24,KG,1.16,88,625.24,550.21,0,550.21  
21875,TGM - BEEF SHANK - KILO,5-Mar-24,5-Mar-24,KG,0.57,88,264.79,233.02,0,233.02  
104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6-Mar-24,6-Mar-24,EA,1,88,375,330,0,330.00  
21826,TGM - PORKCHOP SOBI - KILO,6-Mar-24,6-Mar-24,KG,1.09,88,389.52,342.78,0,342.78  
21832,TGM - PORK BELLY SOBI - KILO,6-Mar-24,6-Mar-24,KG,0.63,88,276.57,243.38,0,243.38  
21834,TGM - REGULAR GROUND PORK - KILO,6-Mar-24,6-Mar-24,KG,1.38,88,438.63,385.99,0,385.99  
21839,TGM - PATA SLICED - KILO,6-Mar-24,6-Mar-24,KG,0.6,88,225.51,198.45,0,198.45  
21841,TGM - LEAN GROUND PORK - KILO,6-Mar-24,6-Mar-24,KG,0.59,88,164.61,144.86,0,144.86  
21845,TGM - PORK CUBES - KILO,6-Mar-24,6-Mar-24,KG,1.03,88,398.27,350.48,0,350.48  
21851,TGM - PORK LIVER - KILO,6-Mar-24,6-Mar-24,KG,0.22,88,42.79,37.66,0,37.66  
21859,TGM - PORK BACON SLICE - KILO,6-Mar-24,6-Mar-24,KG,0.74,88,344.72,303.35,0,303.35  
21868,TGM - KASIM SLBL - KILO,6-Mar-24,6-Mar-24,KG,1.58,88,502.43,442.14,0,442.14  
21871,TGM - BEEF CUBES - KILO,6-Mar-24,6-Mar-24,KG,2.11,88,"1,110.91",977.6,0,977.60  
21872,TGM - GROUND ROUND - KILO,6-Mar-24,6-Mar-24,KG,1.02,88,468.18,412,0,412.00  
21874,TGM - BEEF SHORT RIBS - KILO,6-Mar-24,6-Mar-24,KG,1.1,88,592.9,521.75,0,521.75  
21892,TGM - BEEF BREAKFAST STEAK - KILO,6-Mar-24,6-Mar-24,KG,0.48,88,294.03,258.75,0,258.75  
21825,TGM - GROUND BEEF - KILO,7-Mar-24,7-Mar-24,KG,0.51,88,186.35,163.99,0,163.99  
21826,TGM - PORKCHOP SOBI - KILO,7-Mar-24,7-Mar-24,KG,0.72,88,243.86,214.6,0,214.60  
21834,TGM - REGULAR GROUND PORK - KILO,7-Mar-24,7-Mar-24,KG,4.92,88,"1,546.45","1,360.88",0,"1,360.88  "
21837,TGM - PORK SINIGANG CUT - KILO,7-Mar-24,7-Mar-24,KG,2.18,88,564.62,496.87,0,496.87  
21838,TGM - PORK MENUDO CUT - KILO,7-Mar-24,7-Mar-24,KG,1.01,88,332.29,292.42,0,292.42  
21839,TGM - PATA SLICED - KILO,7-Mar-24,7-Mar-24,KG,3.17,88,"1,201.43","1,057.26",0,"1,057.26  "
21843,TGM - PORK STEAK - KILO,7-Mar-24,7-Mar-24,KG,0.77,88,259.34,228.22,0,228.22  
21844,TGM - PORK BABY BACK RIBS - KILO,7-Mar-24,7-Mar-24,KG,0.69,88,309.81,272.63,0,272.63  
21845,TGM - PORK CUBES - KILO,7-Mar-24,7-Mar-24,KG,0.92,88,363.71,320.06,0,320.06  
21846,TGM - PORK RIB SHOULDER - KILO,7-Mar-24,7-Mar-24,KG,1.63,88,613.99,540.31,0,540.31  
21851,TGM - PORK LIVER - KILO,7-Mar-24,7-Mar-24,KG,0.43,88,85.57,75.3,0,75.30  
21854,TGM - PORK PORKCHOP SKINLESS - KILO,7-Mar-24,7-Mar-24,KG,0.82,88,308.89,271.82,0,271.82  
21859,TGM - PORK BACON SLICE - KILO,7-Mar-24,7-Mar-24,KG,0.44,88,204.02,179.54,0,179.54  
21874,TGM - BEEF SHORT RIBS - KILO,7-Mar-24,7-Mar-24,KG,4.14,88,"2,231.46","1,963.68",0,"1,963.68  "
21825,TGM - GROUND BEEF - KILO,8-Mar-24,8-Mar-24,KG,1.76,88,647.6,569.89,0,569.89  
21826,TGM - PORKCHOP SOBI - KILO,8-Mar-24,8-Mar-24,KG,0.66,88,236.94,208.51,0,208.51  
21832,TGM - PORK BELLY SOBI - KILO,8-Mar-24,8-Mar-24,KG,1.53,88,671.67,591.07,0,591.07  
21834,TGM - REGULAR GROUND PORK - KILO,8-Mar-24,8-Mar-24,KG,2.66,88,739.36,650.64,0,650.64  
21837,TGM - PORK SINIGANG CUT - KILO,8-Mar-24,8-Mar-24,KG,2.24,88,578.87,509.41,0,509.41  
21838,TGM - PORK MENUDO CUT - KILO,8-Mar-24,8-Mar-24,KG,0.66,88,215.5,189.64,0,189.64  
21846,TGM - PORK RIB SHOULDER - KILO,8-Mar-24,8-Mar-24,KG,0.76,88,288.04,253.48,0,253.48  
21868,TGM - KASIM SLBL - KILO,8-Mar-24,8-Mar-24,KG,0.52,88,165.88,145.97,0,145.97  
21871,TGM - BEEF CUBES - KILO,8-Mar-24,8-Mar-24,KG,1.05,88,555.45,488.8,0,488.80  
21892,TGM - BEEF BREAKFAST STEAK - KILO,8-Mar-24,8-Mar-24,KG,0.23,88,139.28,122.57,0,122.57  
21825,TGM - GROUND BEEF - KILO,9-Mar-24,9-Mar-24,KG,2.56,88,942.8,829.66,0,829.66  
21826,TGM - PORKCHOP SOBI - KILO,9-Mar-24,9-Mar-24,KG,1.19,88,405.85,357.15,0,357.15  
21828,TGM - PORK MARINATED BELLY - KILO,9-Mar-24,9-Mar-24,KG,1.17,88,541.21,425.24,51.03,476.26  
21829,TGM - PORK BBQ SKEWERED - KILO,9-Mar-24,9-Mar-24,KG,1.03,88,439.73,345.5,41.46,386.96  
21832,TGM - PORK BELLY SOBI - KILO,9-Mar-24,9-Mar-24,KG,6.61,88,"2,897.41","2,549.72",0,"2,549.72  "
21834,TGM - REGULAR GROUND PORK - KILO,9-Mar-24,9-Mar-24,KG,2.62,88,715.72,629.83,0,629.83  
21837,TGM - PORK SINIGANG CUT - KILO,9-Mar-24,9-Mar-24,KG,1.96,88,506.35,445.59,0,445.59  
21838,TGM - PORK MENUDO CUT - KILO,9-Mar-24,9-Mar-24,KG,1.77,88,580.69,511.01,0,511.01  
21839,TGM - PATA SLICED - KILO,9-Mar-24,9-Mar-24,KG,1.04,88,392.27,345.2,0,345.20  
21846,TGM - PORK RIB SHOULDER - KILO,9-Mar-24,9-Mar-24,KG,2.48,88,936.14,823.8,0,823.80  
21859,TGM - PORK BACON SLICE - KILO,9-Mar-24,9-Mar-24,KG,1.92,88,888.41,781.8,0,781.80  
21869,TGM - PIGUE SOBL - KILO,9-Mar-24,9-Mar-24,KG,1.14,88,397.86,350.12,0,350.12  
21875,TGM - BEEF SHANK - KILO,9-Mar-24,9-Mar-24,KG,1.69,88,823.97,725.09,0,725.09  
21825,TGM - GROUND BEEF - KILO,10-Mar-24,10-Mar-24,KG,2.38,88,876.38,771.21,0,771.21  
21826,TGM - PORKCHOP SOBI - KILO,10-Mar-24,10-Mar-24,KG,0.91,88,323.11,284.34,0,284.34  
21832,TGM - PORK BELLY SOBI - KILO,10-Mar-24,10-Mar-24,KG,3.57,88,"1,567.23","1,379.16",0,"1,379.16  "
21834,TGM - REGULAR GROUND PORK - KILO,10-Mar-24,10-Mar-24,KG,2.05,88,567.78,499.65,0,499.65  
21837,TGM - PORK SINIGANG CUT - KILO,10-Mar-24,10-Mar-24,KG,1.38,88,350.11,308.1,0,308.10  
21854,TGM - PORK PORKCHOP SKINLESS - KILO,10-Mar-24,10-Mar-24,KG,0.73,88,274.78,241.81,0,241.81  
21859,TGM - PORK BACON SLICE - KILO,10-Mar-24,10-Mar-24,KG,0.45,88,211.05,185.72,0,185.72  
21866,TGM - PORK ADOBO CUT - KILO,10-Mar-24,10-Mar-24,KG,0.57,88,187.53,165.03,0,165.03  
21875,TGM - BEEF SHANK - KILO,10-Mar-24,10-Mar-24,KG,1.15,88,559.91,492.72,0,492.72  
21825,TGM - GROUND BEEF - KILO,11-Mar-24,11-Mar-24,KG,1.01,88,372.69,327.97,0,327.97  
21829,TGM - PORK BBQ SKEWERED - KILO,11-Mar-24,11-Mar-24,KG,1.66,88,712.14,559.54,67.14,626.68  
21832,TGM - PORK BELLY SOBI - KILO,11-Mar-24,11-Mar-24,KG,3.55,88,"1,558.45","1,371.44",0,"1,371.44  "
21834,TGM - REGULAR GROUND PORK - KILO,11-Mar-24,11-Mar-24,KG,1.03,88,328.57,289.14,0,289.14  
21838,TGM - PORK MENUDO CUT - KILO,11-Mar-24,11-Mar-24,KG,1.31,88,429.35,377.83,0,377.83  
21843,TGM - PORK STEAK - KILO,11-Mar-24,11-Mar-24,KG,3.62,88,"1,222.11","1,075.46",0,"1,075.46  "
21844,TGM - PORK BABY BACK RIBS - KILO,11-Mar-24,11-Mar-24,KG,1.01,88,430.82,379.12,0,379.12  
21845,TGM - PORK CUBES - KILO,11-Mar-24,11-Mar-24,KG,1.61,88,658.49,579.47,0,579.47  
21868,TGM - KASIM SLBL - KILO,11-Mar-24,11-Mar-24,KG,1.54,88,491.26,432.31,0,432.31  
21869,TGM - PIGUE SOBL - KILO,11-Mar-24,11-Mar-24,KG,1.63,88,567.13,499.07,0,499.07  
104086239,TGM - ADOBO CUT 500G - PACK,12-Mar-24,12-Mar-24,EA,1,88,185,162.8,0,162.80  
104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,12-Mar-24,12-Mar-24,EA,1,88,250,220,0,220.00  
21825,TGM - GROUND BEEF - KILO,12-Mar-24,12-Mar-24,KG,3.62,88,"1,327.31","1,168.03",0,"1,168.03  "
21826,TGM - PORKCHOP SOBI - KILO,12-Mar-24,12-Mar-24,KG,0.83,88,288.19,253.61,0,253.61  
21832,TGM - PORK BELLY SOBI - KILO,12-Mar-24,12-Mar-24,KG,3.24,88,"1,420.17","1,249.75",0,"1,249.75  "
21834,TGM - REGULAR GROUND PORK - KILO,12-Mar-24,12-Mar-24,KG,1.26,88,397.17,349.51,0,349.51  
21837,TGM - PORK SINIGANG CUT - KILO,12-Mar-24,12-Mar-24,KG,0.52,88,134.68,118.52,0,118.52  
21838,TGM - PORK MENUDO CUT - KILO,12-Mar-24,12-Mar-24,KG,1.29,88,424.41,373.48,0,373.48  
21846,TGM - PORK RIB SHOULDER - KILO,12-Mar-24,12-Mar-24,KG,0.73,88,261.04,229.72,0,229.72  
21859,TGM - PORK BACON SLICE - KILO,12-Mar-24,12-Mar-24,KG,0.36,88,166.5,146.52,0,146.52  
21866,TGM - PORK ADOBO CUT - KILO,12-Mar-24,12-Mar-24,KG,0.52,88,169.44,149.11,0,149.11  
21868,TGM - KASIM SLBL - KILO,12-Mar-24,12-Mar-24,KG,0.53,88,167.48,147.38,0,147.38  
21871,TGM - BEEF CUBES - KILO,12-Mar-24,12-Mar-24,KG,1.08,88,568.68,500.44,0,500.44  
21874,TGM - BEEF SHORT RIBS - KILO,12-Mar-24,12-Mar-24,KG,1.29,88,692.62,609.51,0,609.51  
21875,TGM - BEEF SHANK - KILO,12-Mar-24,12-Mar-24,KG,4.02,88,"1,965.78","1,729.89",0,"1,729.89  "
21878,TGM - BEEF KALITIRAN - KILO,12-Mar-24,12-Mar-24,KG,1.55,88,894.56,787.21,0,787.21  
21881,TGM - BEEF BRISKET BL - KILO,12-Mar-24,12-Mar-24,KG,1.63,88,875.88,770.77,0,770.77  
21825,TGM - GROUND BEEF - KILO,13-Mar-24,13-Mar-24,KG,5.9,88,"2,171.58","1,910.99",0,"1,910.99  "
21826,TGM - PORKCHOP SOBI - KILO,13-Mar-24,13-Mar-24,KG,0.49,88,174.12,153.23,0,153.23  
21830,TGM - PORK TAPA - KILO,13-Mar-24,13-Mar-24,KG,0.28,88,117.98,92.7,11.12,103.82  
21832,TGM - PORK BELLY SOBI - KILO,13-Mar-24,13-Mar-24,KG,1.87,88,816.55,718.56,0,718.56  
21834,TGM - REGULAR GROUND PORK - KILO,13-Mar-24,13-Mar-24,KG,6.62,88,"2,110.19","1,856.97",0,"1,856.97  "
21837,TGM - PORK SINIGANG CUT - KILO,13-Mar-24,13-Mar-24,KG,1.03,88,265.48,233.62,0,233.62  
21843,TGM - PORK STEAK - KILO,13-Mar-24,13-Mar-24,KG,0.35,88,111.11,97.78,0,97.78  
21846,TGM - PORK RIB SHOULDER - KILO,13-Mar-24,13-Mar-24,KG,0.9,88,341.1,300.17,0,300.17  
21859,TGM - PORK BACON SLICE - KILO,13-Mar-24,13-Mar-24,KG,0.83,88,389.27,342.56,0,342.56  
21869,TGM - PIGUE SOBL - KILO,13-Mar-24,13-Mar-24,KG,0.35,88,120.41,105.96,0,105.96  
21871,TGM - BEEF CUBES - KILO,13-Mar-24,13-Mar-24,KG,0.29,88,150.77,132.68,0,132.68  
21875,TGM - BEEF SHANK - KILO,13-Mar-24,13-Mar-24,KG,1.09,88,533.01,469.05,0,469.05  
21878,TGM - BEEF KALITIRAN - KILO,13-Mar-24,13-Mar-24,KG,0.58,88,335.82,295.52,0,295.52  
21825,TGM - GROUND BEEF - KILO,14-Mar-24,14-Mar-24,KG,5.84,88,"2,153.13","1,894.75",0,"1,894.75  "
21826,TGM - PORKCHOP SOBI - KILO,14-Mar-24,14-Mar-24,KG,1.69,88,604.92,532.33,0,532.33  
21834,TGM - REGULAR GROUND PORK - KILO,14-Mar-24,14-Mar-24,KG,0.55,88,173.86,153,0,153.00  
21837,TGM - PORK SINIGANG CUT - KILO,14-Mar-24,14-Mar-24,KG,1.35,88,348.36,306.56,0,306.56  
21843,TGM - PORK STEAK - KILO,14-Mar-24,14-Mar-24,KG,1.95,88,659.36,580.24,0,580.24  
21854,TGM - PORK PORKCHOP SKINLESS - KILO,14-Mar-24,14-Mar-24,KG,0.44,88,166.76,146.75,0,146.75  
21857,TGM - PORK SUKIYAKI CUT - KILO,14-Mar-24,14-Mar-24,KG,0.43,88,199.33,175.41,0,175.41  
21866,TGM - PORK ADOBO CUT - KILO,14-Mar-24,14-Mar-24,KG,0.52,88,171.08,150.55,0,150.55  
21871,TGM - BEEF CUBES - KILO,14-Mar-24,14-Mar-24,KG,0.54,88,285.66,251.38,0,251.38  
21825,TGM - GROUND BEEF - KILO,15-Mar-24,15-Mar-24,KG,5.49,88,"1,957.48","1,722.58",0,"1,722.58  "
21826,TGM - PORKCHOP SOBI - KILO,15-Mar-24,15-Mar-24,KG,1.98,88,709.03,623.95,0,623.95  
21832,TGM - PORK BELLY SOBI - KILO,15-Mar-24,15-Mar-24,KG,2.74,88,"1,200.67","1,056.59",0,"1,056.59  "
21834,TGM - REGULAR GROUND PORK - KILO,15-Mar-24,15-Mar-24,KG,3.71,88,"1,018.36",896.16,0,896.16  
21838,TGM - PORK MENUDO CUT - KILO,15-Mar-24,15-Mar-24,KG,0.29,88,93.77,82.52,0,82.52  
21843,TGM - PORK STEAK - KILO,15-Mar-24,15-Mar-24,KG,3.39,88,"1,130.32",994.68,0,994.68  
21857,TGM - PORK SUKIYAKI CUT - KILO,15-Mar-24,15-Mar-24,KG,1.02,88,415.14,365.32,0,365.32  
21866,TGM - PORK ADOBO CUT - KILO,15-Mar-24,15-Mar-24,KG,0.51,88,166.15,146.21,0,146.21  
21868,TGM - KASIM SLBL - KILO,15-Mar-24,15-Mar-24,KG,0.96,88,304.65,268.09,0,268.09  
21871,TGM - BEEF CUBES - KILO,15-Mar-24,15-Mar-24,KG,0.55,88,288.31,253.71,0,253.71  
21878,TGM - BEEF KALITIRAN - KILO,15-Mar-24,15-Mar-24,KG,0.94,88,544.26,478.95,0,478.95  
21881,TGM - BEEF BRISKET BL - KILO,15-Mar-24,15-Mar-24,KG,1.58,88,848.93,747.06,0,747.06  
21829,TGM - PORK BBQ SKEWERED - KILO,16-Mar-24,16-Mar-24,KG,0.43,88,184.47,144.94,17.39,162.33  
21834,TGM - REGULAR GROUND PORK - KILO,16-Mar-24,16-Mar-24,KG,0.43,88,118.58,104.35,0,104.35  
21859,TGM - PORK BACON SLICE - KILO,16-Mar-24,16-Mar-24,KG,0.35,88,161.81,142.39,0,142.39  
21868,TGM - KASIM SLBL - KILO,16-Mar-24,16-Mar-24,KG,0.66,88,210.54,185.28,0,185.28  
21874,TGM - BEEF SHORT RIBS - KILO,16-Mar-24,16-Mar-24,KG,1.52,88,819.28,720.97,0,720.97  
21875,TGM - BEEF SHANK - KILO,16-Mar-24,16-Mar-24,KG,0.97,88,471.89,415.26,0,415.26  
21892,TGM - BEEF BREAKFAST STEAK - KILO,16-Mar-24,16-Mar-24,KG,1.08,88,665.43,585.58,0,585.58  
21825,TGM - GROUND BEEF - KILO,17-Mar-24,17-Mar-24,KG,1.01,88,372.69,327.97,0,327.97  
21832,TGM - PORK BELLY SOBI - KILO,17-Mar-24,17-Mar-24,KG,1.01,88,441.2,388.26,0,388.26  
21838,TGM - PORK MENUDO CUT - KILO,17-Mar-24,17-Mar-24,KG,0.53,88,164.09,144.4,0,144.40  
21843,TGM - PORK STEAK - KILO,17-Mar-24,17-Mar-24,KG,1.05,88,354.26,311.75,0,311.75  
21857,TGM - PORK SUKIYAKI CUT - KILO,17-Mar-24,17-Mar-24,KG,0.42,88,169.74,149.37,0,149.37  
21859,TGM - PORK BACON SLICE - KILO,17-Mar-24,17-Mar-24,KG,0.43,88,201.67,177.47,0,177.47  
21825,TGM - GROUND BEEF - KILO,18-Mar-24,18-Mar-24,KG,1.05,88,387.45,340.96,0,340.96  
21827,TGM - SHANGHAI MIX - KILO,18-Mar-24,18-Mar-24,KG,0.55,88,235.95,185.39,22.25,207.64  
21837,TGM - PORK SINIGANG CUT - KILO,18-Mar-24,18-Mar-24,KG,2.68,88,692.83,609.69,0,609.69  
21838,TGM - PORK MENUDO CUT - KILO,18-Mar-24,18-Mar-24,KG,1,88,329,289.52,0,289.52  
21844,TGM - PORK BABY BACK RIBS - KILO,18-Mar-24,18-Mar-24,KG,3.63,88,"1,627.63","1,432.31",0,"1,432.31  "
21851,TGM - PORK LIVER - KILO,18-Mar-24,18-Mar-24,KG,0.62,88,122.39,107.7,0,107.70  
21859,TGM - PORK BACON SLICE - KILO,18-Mar-24,18-Mar-24,KG,0.56,88,262.64,231.12,0,231.12  
21866,TGM - PORK ADOBO CUT - KILO,18-Mar-24,18-Mar-24,KG,0.51,88,167.79,147.66,0,147.66  
21868,TGM - KASIM SLBL - KILO,18-Mar-24,18-Mar-24,KG,0.98,88,311.03,273.71,0,273.71  
21869,TGM - PIGUE SOBL - KILO,18-Mar-24,18-Mar-24,KG,2.24,88,781.76,687.95,0,687.95  
21873,TGM - BEEF SIRLOIN - KILO,18-Mar-24,18-Mar-24,KG,0.52,88,329.09,289.6,0,289.60  
21832,TGM - PORK BELLY SOBI - KILO,19-Mar-24,19-Mar-24,KG,0.78,88,325.3,286.26,0,286.26  
21837,TGM - PORK SINIGANG CUT - KILO,19-Mar-24,19-Mar-24,KG,1.61,88,416.99,366.95,0,366.95  
21838,TGM - PORK MENUDO CUT - KILO,19-Mar-24,19-Mar-24,KG,0.76,88,250.04,220.04,0,220.04  
21851,TGM - PORK LIVER - KILO,19-Mar-24,19-Mar-24,KG,0.58,88,115.42,101.57,0,101.57  
21866,TGM - PORK ADOBO CUT - KILO,19-Mar-24,19-Mar-24,KG,1.36,88,445.8,392.3,0,392.30  
21871,TGM - BEEF CUBES - KILO,19-Mar-24,19-Mar-24,KG,0.53,88,280.37,246.73,0,246.73  
21874,TGM - BEEF SHORT RIBS - KILO,19-Mar-24,19-Mar-24,KG,0.67,88,361.13,317.79,0,317.79  
