,1,Sales Liquidation By SKU,Report  Date: 01-04-2024 03:04,,,,,,,
21892,TGM - BEEF BREAKFAST STEAK - KILO,19-Mar-24,19-Mar-24,KG,0.37,88,229.03,201.55,0,201.55  
21832,TGM - PORK BELLY SOBI - KILO,20-Mar-24,20-Mar-24,KG,2.1,88,919.71,809.34,0,809.34  
21838,TGM - PORK MENUDO CUT - KILO,20-Mar-24,20-Mar-24,KG,1.5,88,493.5,434.28,0,434.28  
21839,TGM - PATA SLICED - KILO,20-Mar-24,20-Mar-24,KG,0.72,88,270.99,238.47,0,238.47  
21846,TGM - PORK RIB SHOULDER - KILO,20-Mar-24,20-Mar-24,KG,1.49,88,564.71,496.94,0,496.94  
21851,TGM - PORK LIVER - KILO,20-Mar-24,20-Mar-24,KG,0.14,88,27.86,24.52,0,24.52  
21868,TGM - KASIM SLBL - KILO,20-Mar-24,20-Mar-24,KG,0.62,88,197.78,174.05,0,174.05  
21875,TGM - BEEF SHANK - KILO,20-Mar-24,20-Mar-24,KG,1.46,88,713.94,628.27,0,628.27  
21892,TGM - BEEF BREAKFAST STEAK - KILO,20-Mar-24,20-Mar-24,KG,0.32,88,194.99,171.59,0,171.59  
21825,TGM - GROUND BEEF - KILO,21-Mar-24,21-Mar-24,KG,2.31,88,850.55,748.48,0,748.48  
21829,TGM - PORK BBQ SKEWERED - KILO,21-Mar-24,21-Mar-24,KG,0.76,88,323.9,254.49,30.54,285.03  
21832,TGM - PORK BELLY SOBI - KILO,21-Mar-24,21-Mar-24,KG,0.9,88,392.91,345.76,0,345.76  
21838,TGM - PORK MENUDO CUT - KILO,21-Mar-24,21-Mar-24,KG,0.74,88,243.46,214.24,0,214.24  
21843,TGM - PORK STEAK - KILO,21-Mar-24,21-Mar-24,KG,1.53,88,515.29,453.46,0,453.46  
21845,TGM - PORK CUBES - KILO,21-Mar-24,21-Mar-24,KG,1.3,88,529.66,466.1,0,466.10  
21857,TGM - PORK SUKIYAKI CUT - KILO,21-Mar-24,21-Mar-24,KG,0.49,88,227.47,200.17,0,200.17  
21868,TGM - KASIM SLBL - KILO,21-Mar-24,21-Mar-24,KG,0.61,88,193,169.84,0,169.84  
21892,TGM - BEEF BREAKFAST STEAK - KILO,21-Mar-24,21-Mar-24,KG,0.33,88,194.06,170.77,0,170.77  
104086246,TGM - MENUDO CUT 500G - PACK,22-Mar-24,22-Mar-24,EA,1,88,190,167.2,0,167.20  
21832,TGM - PORK BELLY SOBI - KILO,22-Mar-24,22-Mar-24,KG,3.72,88,"1,593.26","1,402.07",0,"1,402.07  "
21834,TGM - REGULAR GROUND PORK - KILO,22-Mar-24,22-Mar-24,KG,2.01,88,641.19,564.25,0,564.25  
21838,TGM - PORK MENUDO CUT - KILO,22-Mar-24,22-Mar-24,KG,0.5,88,162.86,143.32,0,143.32  
21839,TGM - PATA SLICED - KILO,22-Mar-24,22-Mar-24,KG,1.18,88,447.22,393.55,0,393.55  
21842,TGM - PATA FRONT - KILO,22-Mar-24,22-Mar-24,KG,1.4,88,486.86,428.44,0,428.44  
21857,TGM - PORK SUKIYAKI CUT - KILO,22-Mar-24,22-Mar-24,KG,1.13,88,529.97,466.37,0,466.37  
21859,TGM - PORK BACON SLICE - KILO,22-Mar-24,22-Mar-24,KG,0.34,88,157.12,138.27,0,138.27  
21868,TGM - KASIM SLBL - KILO,22-Mar-24,22-Mar-24,KG,0.82,88,259.99,228.79,0,228.79  
21874,TGM - BEEF SHORT RIBS - KILO,22-Mar-24,22-Mar-24,KG,1.31,88,706.09,621.36,0,621.36  
21875,TGM - BEEF SHANK - KILO,22-Mar-24,22-Mar-24,KG,1.24,88,573.72,504.87,0,504.87  
21825,TGM - GROUND BEEF - KILO,23-Mar-24,23-Mar-24,KG,1.12,88,409.6,360.45,0,360.45  
21832,TGM - PORK BELLY SOBI - KILO,23-Mar-24,23-Mar-24,KG,0.58,88,252.43,222.14,0,222.14  
21837,TGM - PORK SINIGANG CUT - KILO,23-Mar-24,23-Mar-24,KG,0.39,88,99.72,87.75,0,87.75  
21838,TGM - PORK MENUDO CUT - KILO,23-Mar-24,23-Mar-24,KG,0.59,88,192.47,169.37,0,169.37  
21843,TGM - PORK STEAK - KILO,23-Mar-24,23-Mar-24,KG,1.01,88,340.7,299.82,0,299.82  
21844,TGM - PORK BABY BACK RIBS - KILO,23-Mar-24,23-Mar-24,KG,0.82,88,365.94,322.03,0,322.03  
21845,TGM - PORK CUBES - KILO,23-Mar-24,23-Mar-24,KG,0.3,88,120.66,106.18,0,106.18  
21846,TGM - PORK RIB SHOULDER - KILO,23-Mar-24,23-Mar-24,KG,0.56,88,210.35,185.11,0,185.11  
21849,TGM - PORK CUTLETS - KILO,23-Mar-24,23-Mar-24,KG,0.43,88,173.83,152.97,0,152.97  
21859,TGM - PORK BACON SLICE - KILO,23-Mar-24,23-Mar-24,KG,0.29,88,136.01,119.69,0,119.69  
21866,TGM - PORK ADOBO CUT - KILO,23-Mar-24,23-Mar-24,KG,1.32,88,426.31,375.15,0,375.15  
21892,TGM - BEEF BREAKFAST STEAK - KILO,23-Mar-24,23-Mar-24,KG,0.28,88,164.65,144.89,0,144.89  
21834,TGM - REGULAR GROUND PORK - KILO,24-Mar-24,24-Mar-24,KG,0.52,88,164.29,144.58,0,144.58  
21838,TGM - PORK MENUDO CUT - KILO,24-Mar-24,24-Mar-24,KG,0.52,88,171.08,150.55,0,150.55  
21851,TGM - PORK LIVER - KILO,24-Mar-24,24-Mar-24,KG,0.25,88,49.75,43.78,0,43.78  
21857,TGM - PORK SUKIYAKI CUT - KILO,24-Mar-24,24-Mar-24,KG,0.75,88,349.41,307.48,0,307.48  
21859,TGM - PORK BACON SLICE - KILO,24-Mar-24,24-Mar-24,KG,0.75,88,351.75,309.54,0,309.54  
21866,TGM - PORK ADOBO CUT - KILO,24-Mar-24,24-Mar-24,KG,0.29,88,95.41,83.96,0,83.96  
21871,TGM - BEEF CUBES - KILO,24-Mar-24,24-Mar-24,KG,3.94,88,"2,078.98","1,829.50",0,"1,829.50  "
21829,TGM - PORK BBQ SKEWERED - KILO,25-Mar-24,25-Mar-24,KG,1.02,88,435.44,342.13,41.06,383.19  
21832,TGM - PORK BELLY SOBI - KILO,25-Mar-24,25-Mar-24,KG,1.12,88,491.68,432.68,0,432.68  
21834,TGM - REGULAR GROUND PORK - KILO,25-Mar-24,25-Mar-24,KG,1.69,88,537.52,473.02,0,473.02  
21837,TGM - PORK SINIGANG CUT - KILO,25-Mar-24,25-Mar-24,KG,1.4,88,361.31,317.95,0,317.95  
21838,TGM - PORK MENUDO CUT - KILO,25-Mar-24,25-Mar-24,KG,0.26,88,85.54,75.28,0,75.28  
21845,TGM - PORK CUBES - KILO,25-Mar-24,25-Mar-24,KG,0.26,88,106.34,93.58,0,93.58  
21859,TGM - PORK BACON SLICE - KILO,25-Mar-24,25-Mar-24,KG,0.83,88,386.93,340.5,0,340.50  
21868,TGM - KASIM SLBL - KILO,25-Mar-24,25-Mar-24,KG,3.06,88,974.55,857.6,0,857.60  
21869,TGM - PIGUE SOBL - KILO,25-Mar-24,25-Mar-24,KG,1.82,88,635.18,558.96,0,558.96  
104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,26-Mar-24,26-Mar-24,EA,1,88,250,220,0,220.00  
21825,TGM - GROUND BEEF - KILO,26-Mar-24,26-Mar-24,KG,0.52,88,190.04,167.24,0,167.24  
21832,TGM - PORK BELLY SOBI - KILO,26-Mar-24,26-Mar-24,KG,2.44,88,"1,066.78",938.77,0,938.77  
21838,TGM - PORK MENUDO CUT - KILO,26-Mar-24,26-Mar-24,KG,0.75,88,245.11,215.7,0,215.70  
21839,TGM - PATA SLICED - KILO,26-Mar-24,26-Mar-24,KG,0.22,88,77.42,68.13,0,68.13  
21844,TGM - PORK BABY BACK RIBS - KILO,26-Mar-24,26-Mar-24,KG,4.28,88,"1,917.24","1,687.17",0,"1,687.17  "
21846,TGM - PORK RIB SHOULDER - KILO,26-Mar-24,26-Mar-24,KG,1.3,88,490.81,431.91,0,431.91  
21849,TGM - PORK CUTLETS - KILO,26-Mar-24,26-Mar-24,KG,0.37,88,143.76,126.51,0,126.51  
21868,TGM - KASIM SLBL - KILO,26-Mar-24,26-Mar-24,KG,2.62,88,834.19,734.09,0,734.09  
21869,TGM - PIGUE SOBL - KILO,26-Mar-24,26-Mar-24,KG,1.23,88,416.27,366.32,0,366.32  
21892,TGM - BEEF BREAKFAST STEAK - KILO,26-Mar-24,26-Mar-24,KG,0.77,88,460.39,405.14,0,405.14  
21825,TGM - GROUND BEEF - KILO,27-Mar-24,27-Mar-24,KG,4.22,88,"1,553.50","1,367.08",0,"1,367.08  "
21826,TGM - PORKCHOP SOBI - KILO,27-Mar-24,27-Mar-24,KG,13.54,88,"4,860.86","4,277.56",0,"4,277.56  "
21832,TGM - PORK BELLY SOBI - KILO,27-Mar-24,27-Mar-24,KG,6.64,88,"2,910.59","2,561.32",0,"2,561.32  "
21834,TGM - REGULAR GROUND PORK - KILO,27-Mar-24,27-Mar-24,KG,1.31,88,402.1,353.85,0,353.85  
21837,TGM - PORK SINIGANG CUT - KILO,27-Mar-24,27-Mar-24,KG,0.67,88,173.53,152.71,0,152.71  
21845,TGM - PORK CUBES - KILO,27-Mar-24,27-Mar-24,KG,1.03,88,398.27,350.48,0,350.48  
21851,TGM - PORK LIVER - KILO,27-Mar-24,27-Mar-24,KG,1.47,88,292.53,257.43,0,257.43  
21866,TGM - PORK ADOBO CUT - KILO,27-Mar-24,27-Mar-24,KG,0.8,88,261.56,230.17,0,230.17  
21869,TGM - PIGUE SOBL - KILO,27-Mar-24,27-Mar-24,KG,1.83,88,636.93,560.5,0,560.50  
21825,TGM - GROUND BEEF - KILO,28-Mar-24,28-Mar-24,KG,1.66,88,601.84,529.62,0,529.62  
21829,TGM - PORK BBQ SKEWERED - KILO,28-Mar-24,28-Mar-24,KG,0.56,88,240.24,188.76,22.65,211.41  
21832,TGM - PORK BELLY SOBI - KILO,28-Mar-24,28-Mar-24,KG,3.02,88,"1,321.40","1,162.83",0,"1,162.83  "
21834,TGM - REGULAR GROUND PORK - KILO,28-Mar-24,28-Mar-24,KG,2.75,88,875.66,770.58,0,770.58  
21838,TGM - PORK MENUDO CUT - KILO,28-Mar-24,28-Mar-24,KG,2.02,88,664.58,584.83,0,584.83  
21846,TGM - PORK RIB SHOULDER - KILO,28-Mar-24,28-Mar-24,KG,0.59,88,223.61,196.78,0,196.78  
21851,TGM - PORK LIVER - KILO,28-Mar-24,28-Mar-24,KG,0.44,88,87.56,77.05,0,77.05  
21857,TGM - PORK SUKIYAKI CUT - KILO,28-Mar-24,28-Mar-24,KG,0.27,88,124.29,109.38,0,109.38  
21859,TGM - PORK BACON SLICE - KILO,28-Mar-24,28-Mar-24,KG,0.5,88,234.5,206.36,0,206.36  
21866,TGM - PORK ADOBO CUT - KILO,28-Mar-24,28-Mar-24,KG,2.42,88,792.9,697.75,0,697.75  
21868,TGM - KASIM SLBL - KILO,28-Mar-24,28-Mar-24,KG,0.99,88,314.22,276.51,0,276.51  
21871,TGM - BEEF CUBES - KILO,28-Mar-24,28-Mar-24,KG,0.56,88,296.24,260.69,0,260.69  
21893,TGM - BEEF STROGANOFF - KILO,28-Mar-24,28-Mar-24,KG,0.22,88,138.38,121.77,0,121.77  
21825,TGM - GROUND BEEF - KILO,29-Mar-24,29-Mar-24,KG,0.41,88,149.45,131.52,0,131.52  
21859,TGM - PORK BACON SLICE - KILO,29-Mar-24,29-Mar-24,KG,0.31,88,145.39,127.94,0,127.94  
21868,TGM - KASIM SLBL - KILO,29-Mar-24,29-Mar-24,KG,0.53,88,167.48,147.38,0,147.38  
21875,TGM - BEEF SHANK - KILO,29-Mar-24,29-Mar-24,KG,1.36,88,665.04,585.24,0,585.24  
21921,TGM - PORK LECHON KAWALI - KILO,29-Mar-24,29-Mar-24,KG,0.65,86,259.35,223.04,0,223.04  
21825,TGM - GROUND BEEF - KILO,30-Mar-24,30-Mar-24,KG,1.07,88,392.99,345.83,0,345.83  
21832,TGM - PORK BELLY SOBI - KILO,30-Mar-24,30-Mar-24,KG,1.05,88,447.52,393.82,0,393.82  
21851,TGM - PORK LIVER - KILO,30-Mar-24,30-Mar-24,KG,0.4,88,79.6,70.05,0,70.05  
21868,TGM - KASIM SLBL - KILO,30-Mar-24,30-Mar-24,KG,1.19,88,379.61,334.06,0,334.06  
21869,TGM - PIGUE SOBL - KILO,30-Mar-24,30-Mar-24,KG,1.54,88,537.46,472.96,0,472.96  
21873,TGM - BEEF SIRLOIN - KILO,30-Mar-24,30-Mar-24,KG,1.39,88,885.02,778.82,0,778.82  
21875,TGM - BEEF SHANK - KILO,30-Mar-24,30-Mar-24,KG,2.5,88,"1,222.50","1,075.80",0,"1,075.80  "
21892,TGM - BEEF BREAKFAST STEAK - KILO,30-Mar-24,30-Mar-24,KG,0.34,88,207.37,182.49,0,182.49  
21829,TGM - PORK BBQ SKEWERED - KILO,31-Mar-24,31-Mar-24,KG,0.68,88,291.72,229.21,27.5,256.71  
21832,TGM - PORK BELLY SOBI - KILO,31-Mar-24,31-Mar-24,KG,1.79,88,781.43,687.66,0,687.66  
21834,TGM - REGULAR GROUND PORK - KILO,31-Mar-24,31-Mar-24,KG,0.35,88,111.65,98.25,0,98.25  
21843,TGM - PORK STEAK - KILO,31-Mar-24,31-Mar-24,KG,0.74,88,250.86,220.76,0,220.76  
21854,TGM - PORK PORKCHOP SKINLESS - KILO,31-Mar-24,31-Mar-24,KG,0.67,88,253.93,223.46,0,223.46  
21857,TGM - PORK SUKIYAKI CUT - KILO,31-Mar-24,31-Mar-24,KG,0.74,88,344.72,303.35,0,303.35  
21871,TGM - BEEF CUBES - KILO,31-Mar-24,31-Mar-24,KG,0.27,88,140.19,123.37,0,123.37  
21875,TGM - BEEF SHANK - KILO,31-Mar-24,31-Mar-24,KG,1.05,88,511.01,449.69,0,449.69  
Total Amount (PHP) :,,,,,,,"170,888.47","149,898.17",478.49,"150,376.67"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU wise summary:-,,,,,,,,,,
,,,,,,,,,,
Item Summary #,SKU,Description,QTY,Concession Amt ,Input VAT,Concession Amt,,,,
,,,,(Excl of VAT),,(Incl of VAT),,,,
1,104086239,TGM - ADOBO CUT 500G - PACK,1,162.8,0,162.80  ,,,,
2,104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,2,440,0,440.00  ,,,,
3,104086246,TGM - MENUDO CUT 500G - PACK,1,167.2,0,167.20  ,,,,
4,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,2,457.6,0,457.60  ,,,,
5,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,2,660,0,660.00  ,,,,
6,21825,TGM - GROUND BEEF - KILO,46.17,"14,881.89",0,"14,881.89  ",,,,
7,21826,TGM - PORKCHOP SOBI - KILO,27.65,"8,680.74",0,"8,680.74  ",,,,
8,21827,TGM - SHANGHAI MIX - KILO,0.55,185.39,22.25,207.64  ,,,,
9,21828,TGM - PORK MARINATED BELLY - KILO,2.68,985.8,118.3,"1,104.10  ",,,,
10,21829,TGM - PORK BBQ SKEWERED - KILO,7.16,"2,408.39",289.01,"2,697.39  ",,,,
11,21830,TGM - PORK TAPA - KILO,1.22,407.86,48.94,456.81  ,,,,
12,21832,TGM - PORK BELLY SOBI - KILO,64.65,"24,862.09",0,"24,862.09  ",,,,
13,21834,TGM - REGULAR GROUND PORK - KILO,43.17,"11,627.10",0,"11,627.10  ",,,,
14,21837,TGM - PORK SINIGANG CUT - KILO,23.58,"5,334.06",0,"5,334.06  ",,,,
15,21838,TGM - PORK MENUDO CUT - KILO,19.54,"5,635.19",0,"5,635.19  ",,,,
16,21839,TGM - PATA SLICED - KILO,6.93,"2,301.06",0,"2,301.06  ",,,,
17,21841,TGM - LEAN GROUND PORK - KILO,2.25,549.97,0,549.97  ,,,,
18,21842,TGM - PATA FRONT - KILO,1.4,428.44,0,428.44  ,,,,
19,21843,TGM - PORK STEAK - KILO,17.84,"5,277.62",0,"5,277.62  ",,,,
20,21844,TGM - PORK BABY BACK RIBS - KILO,11.84,"4,646.44",0,"4,646.44  ",,,,
21,21845,TGM - PORK CUBES - KILO,8.11,"2,840.25",0,"2,840.25  ",,,,
22,21846,TGM - PORK RIB SHOULDER - KILO,15.35,"5,059.11",0,"5,059.11  ",,,,
23,21849,TGM - PORK CUTLETS - KILO,0.8,279.48,0,279.48  ,,,,
24,21851,TGM - PORK LIVER - KILO,5.16,900.13,0,900.13  ,,,,
25,21854,TGM - PORK PORKCHOP SKINLESS - KILO,2.66,883.84,0,883.84  ,,,,
26,21855,TGM - PORK TENDERLOIN - KILO,0.9,345.35,0,345.35  ,,,,
27,21857,TGM - PORK SUKIYAKI CUT - KILO,5.25,"2,076.86",0,"2,076.86  ",,,,
28,21859,TGM - PORK BACON SLICE - KILO,12.38,"5,074.14",0,"5,074.14  ",,,,
29,21866,TGM - PORK ADOBO CUT - KILO,13.58,"3,895.18",0,"3,895.18  ",,,,
30,21868,TGM - KASIM SLBL - KILO,17.82,"4,988.44",0,"4,988.44  ",,,,
31,21869,TGM - PIGUE SOBL - KILO,14.9,"4,556.99",0,"4,556.99  ",,,,
32,21871,TGM - BEEF CUBES - KILO,10.92,"5,064.89",0,"5,064.89  ",,,,
33,21872,TGM - GROUND ROUND - KILO,1.77,710.91,0,710.91  ,,,,
34,21873,TGM - BEEF SIRLOIN - KILO,2.33,"1,301.78",0,"1,301.78  ",,,,
35,21874,TGM - BEEF SHORT RIBS - KILO,11.19,"5,305.27",0,"5,305.27  ",,,,
36,21875,TGM - BEEF SHANK - KILO,22.56,"9,654.15",0,"9,654.15  ",,,,
37,21878,TGM - BEEF KALITIRAN - KILO,3.07,"1,561.68",0,"1,561.68  ",,,,
38,21881,TGM - BEEF BRISKET BL - KILO,3.21,"1,517.83",0,"1,517.83  ",,,,
39,21892,TGM - BEEF BREAKFAST STEAK - KILO,5.32,"2,850.69",0,"2,850.69  ",,,,
40,21893,TGM - BEEF STROGANOFF - KILO,1.28,708.51,0,708.51  ,,,,
41,21921,TGM - PORK LECHON KAWALI - KILO,0.65,223.04,0,223.04  ,,,,
,Total Amount (PHP) :,,,"149,898.17",478.49,"150,376.67",,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
NOTE:  Concession Rate (%) = 100% - Latest Commission Rate of the Item ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
APPROVED BY:,,,,,,,,,,
,,,,,,,,,,
                                                       _______________________________,,,,,,,,,,
                                                               MERCHANDISING,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End of Report ,,,,,,,,,,
