,1,Sales Liquidation By SKU,Report  Date: 01-04-2024 03:04,,,,,,,
21834,TGM - REGULAR GROUND PORK - KILO,3-Mar-24,3-Mar-24,KG,4.96,88,"1,379.67","1,214.11",0,"1,214.11  "
21837,TGM - PORK SINIGANG CUT - KILO,3-Mar-24,3-Mar-24,KG,1.98,88,503.57,443.14,0,443.14  
21842,TGM - PATA FRONT - KILO,3-Mar-24,3-Mar-24,KG,0.44,88,145.88,128.37,0,128.37  
21843,TGM - PORK STEAK - KILO,3-Mar-24,3-Mar-24,KG,0.6,88,210.33,185.09,0,185.09  
21844,TGM - PORK BABY BACK RIBS - KILO,3-Mar-24,3-Mar-24,KG,1.77,88,777.03,683.79,0,683.79  
21851,TGM - PORK LIVER - KILO,3-Mar-24,3-Mar-24,KG,0.91,88,178.71,157.26,0,157.26  
21864,TGM - FRENCH PORKCHOP - KILO,3-Mar-24,3-Mar-24,KG,0.62,88,306.89,270.06,0,270.06  
21866,TGM - PORK ADOBO CUT - KILO,3-Mar-24,3-Mar-24,KG,0.51,88,183.09,161.12,0,161.12  
21871,TGM - BEEF CUBES - KILO,3-Mar-24,3-Mar-24,KG,1.1,88,581.9,512.07,0,512.07  
21874,TGM - BEEF SHORT RIBS - KILO,3-Mar-24,3-Mar-24,KG,1.72,88,890.09,783.28,0,783.28  
21921,TGM - PORK LECHON KAWALI - KILO,3-Mar-24,3-Mar-24,KG,2.13,86,858.49,738.3,0,738.30  
21825,TGM - GROUND BEEF - KILO,4-Mar-24,4-Mar-24,KG,2.75,88,"1,009.23",888.12,0,888.12  
21832,TGM - PORK BELLY SOBI - KILO,4-Mar-24,4-Mar-24,KG,2.39,88,"1,044.83",919.45,0,919.45  
21834,TGM - REGULAR GROUND PORK - KILO,4-Mar-24,4-Mar-24,KG,1.79,88,499.41,439.48,0,439.48  
21837,TGM - PORK SINIGANG CUT - KILO,4-Mar-24,4-Mar-24,KG,1.03,88,266.77,234.76,0,234.76  
21838,TGM - PORK MENUDO CUT - KILO,4-Mar-24,4-Mar-24,KG,1.4,88,514.76,452.99,0,452.99  
21844,TGM - PORK BABY BACK RIBS - KILO,4-Mar-24,4-Mar-24,KG,3.6,88,"1,580.40","1,390.75",0,"1,390.75  "
21851,TGM - PORK LIVER - KILO,4-Mar-24,4-Mar-24,KG,2.03,88,424.27,373.36,0,373.36  
21866,TGM - PORK ADOBO CUT - KILO,4-Mar-24,4-Mar-24,KG,1.06,88,380.54,334.88,0,334.88  
21868,TGM - KASIM SLBL - KILO,4-Mar-24,4-Mar-24,KG,2.48,88,865.52,761.66,0,761.66  
21873,TGM - BEEF SIRLOIN - KILO,4-Mar-24,4-Mar-24,KG,0.42,88,264.18,232.48,0,232.48  
21893,TGM - BEEF STROGANOFF - KILO,4-Mar-24,4-Mar-24,KG,0.55,88,345.95,304.44,0,304.44  
21921,TGM - PORK LECHON KAWALI - KILO,4-Mar-24,4-Mar-24,KG,3.16,86,"1,292.44","1,111.50",0,"1,111.50  "
21825,TGM - GROUND BEEF - KILO,5-Mar-24,5-Mar-24,KG,3.32,88,"1,223.24","1,076.45",0,"1,076.45  "
21828,TGM - PORK MARINATED BELLY - KILO,5-Mar-24,5-Mar-24,KG,0.51,88,246.95,194.03,23.28,217.32  
21832,TGM - PORK BELLY SOBI - KILO,5-Mar-24,5-Mar-24,KG,3.4,88,"1,488.22","1,309.63",0,"1,309.63  "
21834,TGM - REGULAR GROUND PORK - KILO,5-Mar-24,5-Mar-24,KG,2.29,88,637.52,561.02,0,561.02  
21837,TGM - PORK SINIGANG CUT - KILO,5-Mar-24,5-Mar-24,KG,1.56,88,402.75,354.42,0,354.42  
21842,TGM - PATA FRONT - KILO,5-Mar-24,5-Mar-24,KG,2.29,88,797.47,701.77,0,701.77  
21843,TGM - PORK STEAK - KILO,5-Mar-24,5-Mar-24,KG,1.42,88,522.14,459.48,0,459.48  
21844,TGM - PORK BABY BACK RIBS - KILO,5-Mar-24,5-Mar-24,KG,0.8,88,349.01,307.13,0,307.13  
21851,TGM - PORK LIVER - KILO,5-Mar-24,5-Mar-24,KG,0.8,88,167.2,147.14,0,147.14  
21866,TGM - PORK ADOBO CUT - KILO,5-Mar-24,5-Mar-24,KG,0.61,88,218.99,192.71,0,192.71  
21868,TGM - KASIM SLBL - KILO,5-Mar-24,5-Mar-24,KG,0.89,88,293.43,258.22,0,258.22  
21875,TGM - BEEF SHANK - KILO,5-Mar-24,5-Mar-24,KG,2.67,88,"1,305.63","1,148.95",0,"1,148.95  "
21921,TGM - PORK LECHON KAWALI - KILO,5-Mar-24,5-Mar-24,KG,1.08,86,439.68,378.12,0,378.12  
21825,TGM - GROUND BEEF - KILO,6-Mar-24,6-Mar-24,KG,2.91,88,"1,070.11",941.7,0,941.70  
21827,TGM - SHANGHAI MIX - KILO,6-Mar-24,6-Mar-24,KG,0.31,88,130.85,102.81,12.34,115.15  
21832,TGM - PORK BELLY SOBI - KILO,6-Mar-24,6-Mar-24,KG,1.12,88,491.68,432.68,0,432.68  
21834,TGM - REGULAR GROUND PORK - KILO,6-Mar-24,6-Mar-24,KG,2.21,88,701.81,617.59,0,617.59  
21837,TGM - PORK SINIGANG CUT - KILO,6-Mar-24,6-Mar-24,KG,2.8,88,779.81,686.23,0,686.23  
21838,TGM - PORK MENUDO CUT - KILO,6-Mar-24,6-Mar-24,KG,3.24,88,"1,288.78","1,134.13",0,"1,134.13  "
21843,TGM - PORK STEAK - KILO,6-Mar-24,6-Mar-24,KG,1.07,88,416.23,366.28,0,366.28  
21844,TGM - PORK BABY BACK RIBS - KILO,6-Mar-24,6-Mar-24,KG,0.86,88,377.54,332.24,0,332.24  
21851,TGM - PORK LIVER - KILO,6-Mar-24,6-Mar-24,KG,0.21,88,48.09,42.32,0,42.32  
21859,TGM - PORK BACON SLICE - KILO,6-Mar-24,6-Mar-24,KG,0.51,88,252,221.76,0,221.76  
21866,TGM - PORK ADOBO CUT - KILO,6-Mar-24,6-Mar-24,KG,1.03,88,390.37,343.53,0,343.53  
21870,TGM - KASIM SOBL - KILO,6-Mar-24,6-Mar-24,KG,0.52,88,179.74,158.17,0,158.17  
21873,TGM - BEEF SIRLOIN - KILO,6-Mar-24,6-Mar-24,KG,1.05,88,657.31,578.43,0,578.43  
21874,TGM - BEEF SHORT RIBS - KILO,6-Mar-24,6-Mar-24,KG,0.75,88,386.66,340.26,0,340.26  
21875,TGM - BEEF SHANK - KILO,6-Mar-24,6-Mar-24,KG,1.01,88,491.45,432.48,0,432.48  
21881,TGM - BEEF BRISKET BL - KILO,6-Mar-24,6-Mar-24,KG,2.07,88,"1,092.39",961.3,0,961.30  
21921,TGM - PORK LECHON KAWALI - KILO,6-Mar-24,6-Mar-24,KG,2.28,86,978.13,841.19,0,841.19  
21825,TGM - GROUND BEEF - KILO,7-Mar-24,7-Mar-24,KG,1.09,88,388.29,341.7,0,341.70  
21832,TGM - PORK BELLY SOBI - KILO,7-Mar-24,7-Mar-24,KG,1.97,88,845.19,743.77,0,743.77  
21841,TGM - LEAN GROUND PORK - KILO,7-Mar-24,7-Mar-24,KG,1.56,88,560.04,492.84,0,492.84  
21843,TGM - PORK STEAK - KILO,7-Mar-24,7-Mar-24,KG,0.59,88,218.03,191.87,0,191.87  
21851,TGM - PORK LIVER - KILO,7-Mar-24,7-Mar-24,KG,0.92,88,205.7,181.02,0,181.02  
21871,TGM - BEEF CUBES - KILO,7-Mar-24,7-Mar-24,KG,0.5,88,261.86,230.44,0,230.44  
21921,TGM - PORK LECHON KAWALI - KILO,7-Mar-24,7-Mar-24,KG,1.13,86,482.63,415.06,0,415.06  
21825,TGM - GROUND BEEF - KILO,8-Mar-24,8-Mar-24,KG,2.59,88,952.03,837.79,0,837.79  
21832,TGM - PORK BELLY SOBI - KILO,8-Mar-24,8-Mar-24,KG,2.91,88,"1,273.11","1,120.34",0,"1,120.34  "
21834,TGM - REGULAR GROUND PORK - KILO,8-Mar-24,8-Mar-24,KG,0.32,88,89.28,78.57,0,78.57  
21837,TGM - PORK SINIGANG CUT - KILO,8-Mar-24,8-Mar-24,KG,4.65,88,"1,203.07","1,058.70",0,"1,058.70  "
21843,TGM - PORK STEAK - KILO,8-Mar-24,8-Mar-24,KG,0.52,88,190.04,167.24,0,167.24  
21844,TGM - PORK BABY BACK RIBS - KILO,8-Mar-24,8-Mar-24,KG,0.53,88,232.67,204.75,0,204.75  
21859,TGM - PORK BACON SLICE - KILO,8-Mar-24,8-Mar-24,KG,0.81,88,385.6,339.33,0,339.33  
21825,TGM - GROUND BEEF - KILO,9-Mar-24,9-Mar-24,KG,2.15,88,777.96,684.6,0,684.60  
21837,TGM - PORK SINIGANG CUT - KILO,9-Mar-24,9-Mar-24,KG,4.07,88,"1,054.13",927.63,0,927.63  
21843,TGM - PORK STEAK - KILO,9-Mar-24,9-Mar-24,KG,1.69,88,619.93,545.54,0,545.54  
21855,TGM - PORK TENDERLOIN - KILO,9-Mar-24,9-Mar-24,KG,0.4,88,167.6,147.49,0,147.49  
21866,TGM - PORK ADOBO CUT - KILO,9-Mar-24,9-Mar-24,KG,1.05,88,375.16,330.14,0,330.14  
21875,TGM - BEEF SHANK - KILO,9-Mar-24,9-Mar-24,KG,3.16,88,"1,542.80","1,357.66",0,"1,357.66  "
21921,TGM - PORK LECHON KAWALI - KILO,9-Mar-24,9-Mar-24,KG,0.67,86,271.99,233.91,0,233.91  
21825,TGM - GROUND BEEF - KILO,10-Mar-24,10-Mar-24,KG,3.47,88,"1,276.75","1,123.54",0,"1,123.54  "
21826,TGM - PORKCHOP SOBI - KILO,10-Mar-24,10-Mar-24,KG,0.99,88,355.41,312.76,0,312.76  
21832,TGM - PORK BELLY SOBI - KILO,10-Mar-24,10-Mar-24,KG,0.44,88,190.97,168.05,0,168.05  
21834,TGM - REGULAR GROUND PORK - KILO,10-Mar-24,10-Mar-24,KG,3,88,835.61,735.34,0,735.34  
21837,TGM - PORK SINIGANG CUT - KILO,10-Mar-24,10-Mar-24,KG,4.18,88,"1,080.04",950.44,0,950.44  
21843,TGM - PORK STEAK - KILO,10-Mar-24,10-Mar-24,KG,0.23,88,84.87,74.69,0,74.69  
21844,TGM - PORK BABY BACK RIBS - KILO,10-Mar-24,10-Mar-24,KG,0.8,88,349.01,307.13,0,307.13  
21866,TGM - PORK ADOBO CUT - KILO,10-Mar-24,10-Mar-24,KG,1.24,88,443.37,390.17,0,390.17  
21870,TGM - KASIM SOBL - KILO,10-Mar-24,10-Mar-24,KG,0.92,88,321.08,282.55,0,282.55  
21874,TGM - BEEF SHORT RIBS - KILO,10-Mar-24,10-Mar-24,KG,0.6,88,311.4,274.03,0,274.03  
21921,TGM - PORK LECHON KAWALI - KILO,10-Mar-24,10-Mar-24,KG,0.86,86,349.7,300.74,0,300.74  
21825,TGM - GROUND BEEF - KILO,11-Mar-24,11-Mar-24,KG,1.92,88,706.64,621.84,0,621.84  
21834,TGM - REGULAR GROUND PORK - KILO,11-Mar-24,11-Mar-24,KG,0.51,88,159.51,140.37,0,140.37  
21837,TGM - PORK SINIGANG CUT - KILO,11-Mar-24,11-Mar-24,KG,3.32,88,923.5,812.68,0,812.68  
21844,TGM - PORK BABY BACK RIBS - KILO,11-Mar-24,11-Mar-24,KG,0.84,88,366.57,322.58,0,322.58  
21871,TGM - BEEF CUBES - KILO,11-Mar-24,11-Mar-24,KG,0.51,88,267.15,235.09,0,235.09  
21874,TGM - BEEF SHORT RIBS - KILO,11-Mar-24,11-Mar-24,KG,1.98,88,"1,025.03",902.03,0,902.03  
21881,TGM - BEEF BRISKET BL - KILO,11-Mar-24,11-Mar-24,KG,0.47,88,248.63,218.79,0,218.79  
21921,TGM - PORK LECHON KAWALI - KILO,11-Mar-24,11-Mar-24,KG,4.38,86,"1,879.02","1,615.96",0,"1,615.96  "
21825,TGM - GROUND BEEF - KILO,12-Mar-24,12-Mar-24,KG,2.22,88,817.34,719.26,0,719.26  
21837,TGM - PORK SINIGANG CUT - KILO,12-Mar-24,12-Mar-24,KG,2.77,88,770.05,677.64,0,677.64  
21843,TGM - PORK STEAK - KILO,12-Mar-24,12-Mar-24,KG,1.11,88,431.79,379.98,0,379.98  
21849,TGM - PORK CUTLETS - KILO,12-Mar-24,12-Mar-24,KG,0.83,88,329.18,289.68,0,289.68  
21866,TGM - PORK ADOBO CUT - KILO,12-Mar-24,12-Mar-24,KG,0.53,88,200.87,176.77,0,176.77  
21893,TGM - BEEF STROGANOFF - KILO,12-Mar-24,12-Mar-24,KG,0.28,88,176.12,154.99,0,154.99  
21825,TGM - GROUND BEEF - KILO,13-Mar-24,13-Mar-24,KG,4.73,88,"1,739.85","1,531.07",0,"1,531.07  "
21832,TGM - PORK BELLY SOBI - KILO,13-Mar-24,13-Mar-24,KG,1.72,88,819.1,720.81,0,720.81  
21843,TGM - PORK STEAK - KILO,13-Mar-24,13-Mar-24,KG,2.66,88,"1,030.86",907.16,0,907.16  
21849,TGM - PORK CUTLETS - KILO,13-Mar-24,13-Mar-24,KG,0.68,88,257.75,226.82,0,226.82  
21851,TGM - PORK LIVER - KILO,13-Mar-24,13-Mar-24,KG,1.68,88,382.44,336.55,0,336.55  
21873,TGM - BEEF SIRLOIN - KILO,13-Mar-24,13-Mar-24,KG,0.59,88,371.11,326.58,0,326.58  
21874,TGM - BEEF SHORT RIBS - KILO,13-Mar-24,13-Mar-24,KG,2.41,88,"1,210.55","1,065.28",0,"1,065.28  "
21892,TGM - BEEF BREAKFAST STEAK - KILO,13-Mar-24,13-Mar-24,KG,0.56,88,343.55,302.32,0,302.32  
21921,TGM - PORK LECHON KAWALI - KILO,13-Mar-24,13-Mar-24,KG,0.84,86,360.36,309.91,0,309.91  
21825,TGM - GROUND BEEF - KILO,14-Mar-24,14-Mar-24,KG,2.31,88,850.55,748.48,0,748.48  
21826,TGM - PORKCHOP SOBI - KILO,14-Mar-24,14-Mar-24,KG,1.09,88,391.31,344.35,0,344.35  
21834,TGM - REGULAR GROUND PORK - KILO,14-Mar-24,14-Mar-24,KG,2.25,88,716.16,630.22,0,630.22  
21837,TGM - PORK SINIGANG CUT - KILO,14-Mar-24,14-Mar-24,KG,0.58,88,160.43,141.18,0,141.18  
21849,TGM - PORK CUTLETS - KILO,14-Mar-24,14-Mar-24,KG,0.35,88,137.66,121.14,0,121.14  
21859,TGM - PORK BACON SLICE - KILO,14-Mar-24,14-Mar-24,KG,0.3,88,149.7,131.74,0,131.74  
21866,TGM - PORK ADOBO CUT - KILO,14-Mar-24,14-Mar-24,KG,1.56,88,591.24,520.29,0,520.29  
21921,TGM - PORK LECHON KAWALI - KILO,14-Mar-24,14-Mar-24,KG,2.58,86,"1,106.82",951.87,0,951.87  
21825,TGM - GROUND BEEF - KILO,15-Mar-24,16-Mar-24,KG,1.11,88,407.75,358.82,0,358.82  
21828,TGM - PORK MARINATED BELLY - KILO,15-Mar-24,15-Mar-24,KG,0.61,88,298.29,234.37,28.12,262.50  
21829,TGM - PORK BBQ SKEWERED - KILO,15-Mar-24,15-Mar-24,KG,0.86,88,368.94,289.88,34.79,324.67  
21837,TGM - PORK SINIGANG CUT - KILO,15-Mar-24,15-Mar-24,KG,0.62,88,159.29,140.18,0,140.18  
21838,TGM - PORK MENUDO CUT - KILO,15-Mar-24,15-Mar-24,KG,0.37,88,136.53,120.15,0,120.15  
21843,TGM - PORK STEAK - KILO,15-Mar-24,15-Mar-24,KG,0.27,88,97.79,86.06,0,86.06  
21851,TGM - PORK LIVER - KILO,15-Mar-24,15-Mar-24,KG,0.9,88,204.96,180.36,0,180.36  
21921,TGM - PORK LECHON KAWALI - KILO,15-Mar-24,15-Mar-24,KG,4.34,86,"1,775.06","1,526.55",0,"1,526.55  "
21825,TGM - GROUND BEEF - KILO,16-Mar-24,16-Mar-24,KG,0.83,88,304.43,267.9,0,267.90  
21828,TGM - PORK MARINATED BELLY - KILO,16-Mar-24,16-Mar-24,KG,0.26,88,127.14,99.9,11.99,111.88  
21834,TGM - REGULAR GROUND PORK - KILO,16-Mar-24,16-Mar-24,KG,1.43,88,398.97,351.09,0,351.09  
21837,TGM - PORK SINIGANG CUT - KILO,16-Mar-24,16-Mar-24,KG,2.89,88,744.64,655.28,0,655.28  
21843,TGM - PORK STEAK - KILO,16-Mar-24,16-Mar-24,KG,0.7,88,258.3,227.3,0,227.30  
21844,TGM - PORK BABY BACK RIBS - KILO,16-Mar-24,16-Mar-24,KG,3.41,88,"1,494.80","1,315.42",0,"1,315.42  "
21849,TGM - PORK CUTLETS - KILO,16-Mar-24,16-Mar-24,KG,1.06,88,410.4,361.15,0,361.15  
21855,TGM - PORK TENDERLOIN - KILO,16-Mar-24,16-Mar-24,KG,0.58,88,240.93,212.02,0,212.02  
21859,TGM - PORK BACON SLICE - KILO,16-Mar-24,16-Mar-24,KG,0.55,88,261.06,229.73,0,229.73  
21866,TGM - PORK ADOBO CUT - KILO,16-Mar-24,18-Mar-24,KG,0.59,88,210.02,184.82,0,184.82  
21870,TGM - KASIM SOBL - KILO,16-Mar-24,16-Mar-24,KG,1.03,88,341.5,300.52,0,300.52  
21875,TGM - BEEF SHANK - KILO,16-Mar-24,16-Mar-24,KG,1.19,88,579.47,509.93,0,509.93  
21921,TGM - PORK LECHON KAWALI - KILO,16-Mar-24,16-Mar-24,KG,2.12,86,865.04,743.93,0,743.93  
21825,TGM - GROUND BEEF - KILO,17-Mar-24,17-Mar-24,KG,1.41,88,518.45,456.24,0,456.24  
21826,TGM - PORKCHOP SOBI - KILO,17-Mar-24,17-Mar-24,KG,0.66,88,236.94,208.51,0,208.51  
21834,TGM - REGULAR GROUND PORK - KILO,17-Mar-24,17-Mar-24,KG,1.24,88,344.57,303.22,0,303.22  
21837,TGM - PORK SINIGANG CUT - KILO,17-Mar-24,17-Mar-24,KG,1.08,88,278.43,245.02,0,245.02  
21838,TGM - PORK MENUDO CUT - KILO,17-Mar-24,17-Mar-24,KG,1.11,88,407.75,358.82,0,358.82  
21843,TGM - PORK STEAK - KILO,17-Mar-24,17-Mar-24,KG,1.7,88,627.3,552.02,0,552.02  
21871,TGM - BEEF CUBES - KILO,17-Mar-24,17-Mar-24,KG,0.56,88,293.6,258.37,0,258.37  
21873,TGM - BEEF SIRLOIN - KILO,17-Mar-24,17-Mar-24,KG,0.6,88,374.26,329.35,0,329.35  
21875,TGM - BEEF SHANK - KILO,17-Mar-24,17-Mar-24,KG,0.62,88,300.74,264.65,0,264.65  
21921,TGM - PORK LECHON KAWALI - KILO,17-Mar-24,17-Mar-24,KG,0.78,86,303.07,260.64,0,260.64  
21825,TGM - GROUND BEEF - KILO,18-Mar-24,18-Mar-24,KG,1.82,88,667.9,587.75,0,587.75  
21844,TGM - PORK BABY BACK RIBS - KILO,18-Mar-24,18-Mar-24,KG,3.76,88,"1,646.26","1,448.71",0,"1,448.71  "
21846,TGM - PORK RIB SHOULDER - KILO,18-Mar-24,18-Mar-24,KG,1.58,88,551.42,485.25,0,485.25  
21855,TGM - PORK TENDERLOIN - KILO,18-Mar-24,18-Mar-24,KG,0.39,88,161.32,141.96,0,141.96  
21871,TGM - BEEF CUBES - KILO,18-Mar-24,18-Mar-24,KG,1.03,88,544.87,479.49,0,479.49  
21875,TGM - BEEF SHANK - KILO,18-Mar-24,18-Mar-24,KG,0.41,88,200.49,176.43,0,176.43  
21825,TGM - GROUND BEEF - KILO,19-Mar-24,19-Mar-24,KG,4.49,88,"1,651.29","1,453.14",0,"1,453.14  "
21834,TGM - REGULAR GROUND PORK - KILO,19-Mar-24,19-Mar-24,KG,0.61,88,194.59,171.24,0,171.24  
21837,TGM - PORK SINIGANG CUT - KILO,19-Mar-24,19-Mar-24,KG,3.19,88,888.62,781.99,0,781.99  
21838,TGM - PORK MENUDO CUT - KILO,19-Mar-24,19-Mar-24,KG,1.54,88,612.47,538.97,0,538.97  
21843,TGM - PORK STEAK - KILO,19-Mar-24,19-Mar-24,KG,0.81,88,315.09,277.28,0,277.28  
21844,TGM - PORK BABY BACK RIBS - KILO,19-Mar-24,19-Mar-24,KG,1.93,88,845.08,743.67,0,743.67  
21846,TGM - PORK RIB SHOULDER - KILO,19-Mar-24,19-Mar-24,KG,3.58,88,"1,220.55","1,074.08",0,"1,074.08  "
21849,TGM - PORK CUTLETS - KILO,19-Mar-24,19-Mar-24,KG,0.25,88,97.76,86.03,0,86.03  
21851,TGM - PORK LIVER - KILO,19-Mar-24,19-Mar-24,KG,0.55,88,124.81,109.83,0,109.83  
21855,TGM - PORK TENDERLOIN - KILO,19-Mar-24,19-Mar-24,KG,0.48,88,191.06,168.13,0,168.13  
21871,TGM - BEEF CUBES - KILO,19-Mar-24,19-Mar-24,KG,2.02,88,"1,065.94",938.03,0,938.03  
21874,TGM - BEEF SHORT RIBS - KILO,19-Mar-24,19-Mar-24,KG,3.16,88,"1,637.45","1,440.96",0,"1,440.96  "
21921,TGM - PORK LECHON KAWALI - KILO,19-Mar-24,19-Mar-24,KG,2.18,86,935.22,804.29,0,804.29  
21825,TGM - GROUND BEEF - KILO,20-Mar-24,20-Mar-24,KG,1.01,88,372.69,327.97,0,327.97  
21826,TGM - PORKCHOP SOBI - KILO,20-Mar-24,20-Mar-24,KG,1.44,88,515.17,453.35,0,453.35  
21834,TGM - REGULAR GROUND PORK - KILO,20-Mar-24,20-Mar-24,KG,0.51,88,162.69,143.17,0,143.17  
21837,TGM - PORK SINIGANG CUT - KILO,20-Mar-24,20-Mar-24,KG,7.9,88,"2,204.11","1,939.62",0,"1,939.62  "
21838,TGM - PORK MENUDO CUT - KILO,20-Mar-24,20-Mar-24,KG,1.04,88,412.97,363.41,0,363.41  
21842,TGM - PATA FRONT - KILO,20-Mar-24,20-Mar-24,KG,2.86,88,996.4,876.83,0,876.83  
21844,TGM - PORK BABY BACK RIBS - KILO,20-Mar-24,20-Mar-24,KG,1.72,88,755.08,664.47,0,664.47  
21851,TGM - PORK LIVER - KILO,20-Mar-24,20-Mar-24,KG,0.92,88,210.68,185.4,0,185.40  
21875,TGM - BEEF SHANK - KILO,20-Mar-24,20-Mar-24,KG,1.02,88,498.78,438.93,0,438.93  
21826,TGM - PORKCHOP SOBI - KILO,21-Mar-24,21-Mar-24,KG,1.73,88,619.28,544.97,0,544.97  
21832,TGM - PORK BELLY SOBI - KILO,21-Mar-24,21-Mar-24,KG,2.64,88,"1,264.56","1,112.81",0,"1,112.81  "
21834,TGM - REGULAR GROUND PORK - KILO,21-Mar-24,21-Mar-24,KG,0.53,88,169.07,148.78,0,148.78  
21837,TGM - PORK SINIGANG CUT - KILO,21-Mar-24,21-Mar-24,KG,7.95,88,"2,213.88","1,948.21",0,"1,948.21  "
21842,TGM - PATA FRONT - KILO,21-Mar-24,21-Mar-24,KG,0.87,88,303.63,267.19,0,267.19  
21844,TGM - PORK BABY BACK RIBS - KILO,21-Mar-24,21-Mar-24,KG,3.56,88,"1,560.65","1,373.37",0,"1,373.37  "
21859,TGM - PORK BACON SLICE - KILO,21-Mar-24,21-Mar-24,KG,0.53,88,264.47,232.73,0,232.73  
21826,TGM - PORKCHOP SOBI - KILO,22-Mar-24,22-Mar-24,KG,0.94,88,335.67,295.39,0,295.39  
21829,TGM - PORK BBQ SKEWERED - KILO,22-Mar-24,22-Mar-24,KG,30.72,88,"13,178.89","10,354.84","1,242.58","11,597.42  "
21834,TGM - REGULAR GROUND PORK - KILO,22-Mar-24,22-Mar-24,KG,0.57,88,181.83,160.01,0,160.01  
21837,TGM - PORK SINIGANG CUT - KILO,22-Mar-24,22-Mar-24,KG,1.92,88,535.68,471.4,0,471.40  
21838,TGM - PORK MENUDO CUT - KILO,22-Mar-24,22-Mar-24,KG,1.7,88,674.32,593.4,0,593.40  
21839,TGM - PATA SLICED - KILO,22-Mar-24,22-Mar-24,KG,1.11,88,420.69,370.21,0,370.21  
