,1,Sales Liquidation By SKU,Report  Date: 01-04-2024 03:04,,,,,,,
21855,TGM - PORK TENDERLOIN - KILO,22-Mar-24,22-Mar-24,KG,0.75,88,314.25,276.54,0,276.54  
21904,TGM - BEEF CALDERETA CUT - KILO,22-Mar-24,22-Mar-24,KG,1.03,88,555.17,488.55,0,488.55  
21921,TGM - PORK LECHON KAWALI - KILO,22-Mar-24,22-Mar-24,KG,3.84,86,"1,645.22","1,414.89",0,"1,414.89  "
21825,TGM - GROUND BEEF - KILO,23-Mar-24,23-Mar-24,KG,3.48,88,"1,280.44","1,126.79",0,"1,126.79  "
21826,TGM - PORKCHOP SOBI - KILO,23-Mar-24,23-Mar-24,KG,0.75,88,267.46,235.36,0,235.36  
21832,TGM - PORK BELLY SOBI - KILO,23-Mar-24,23-Mar-24,KG,0.55,88,263.45,231.84,0,231.84  
21837,TGM - PORK SINIGANG CUT - KILO,23-Mar-24,23-Mar-24,KG,4.45,88,"1,240.16","1,091.34",0,"1,091.34  "
21839,TGM - PATA SLICED - KILO,23-Mar-24,23-Mar-24,KG,0.83,88,314.57,276.82,0,276.82  
21859,TGM - PORK BACON SLICE - KILO,23-Mar-24,23-Mar-24,KG,0.76,88,376.75,331.54,0,331.54  
21921,TGM - PORK LECHON KAWALI - KILO,23-Mar-24,23-Mar-24,KG,0.73,86,313.17,269.33,0,269.33  
21825,TGM - GROUND BEEF - KILO,24-Mar-24,24-Mar-24,KG,2.04,88,749.08,659.19,0,659.19  
21826,TGM - PORKCHOP SOBI - KILO,24-Mar-24,24-Mar-24,KG,0.89,88,317.72,279.59,0,279.59  
21828,TGM - PORK MARINATED BELLY - KILO,24-Mar-24,24-Mar-24,KG,0.45,88,217.61,170.98,20.52,191.50  
21832,TGM - PORK BELLY SOBI - KILO,24-Mar-24,24-Mar-24,KG,2.02,88,962.8,847.26,0,847.26  
21834,TGM - REGULAR GROUND PORK - KILO,24-Mar-24,24-Mar-24,KG,2.5,88,794.32,699,0,699.00  
21837,TGM - PORK SINIGANG CUT - KILO,24-Mar-24,24-Mar-24,KG,3.96,88,"1,097.03",965.39,0,965.39  
21874,TGM - BEEF SHORT RIBS - KILO,24-Mar-24,24-Mar-24,KG,0.29,88,147.92,130.17,0,130.17  
21875,TGM - BEEF SHANK - KILO,24-Mar-24,24-Mar-24,KG,0.47,88,227.39,200.1,0,200.10  
21921,TGM - PORK LECHON KAWALI - KILO,24-Mar-24,24-Mar-24,KG,2.95,86,"1,261.27","1,084.69",0,"1,084.69  "
21825,TGM - GROUND BEEF - KILO,25-Mar-24,25-Mar-24,KG,0.24,88,88.56,77.93,0,77.93  
21826,TGM - PORKCHOP SOBI - KILO,25-Mar-24,25-Mar-24,KG,1.6,88,572.61,503.9,0,503.90  
21834,TGM - REGULAR GROUND PORK - KILO,25-Mar-24,25-Mar-24,KG,1.07,88,339.74,298.97,0,298.97  
21837,TGM - PORK SINIGANG CUT - KILO,25-Mar-24,25-Mar-24,KG,0.98,88,273.42,240.61,0,240.61  
21844,TGM - PORK BABY BACK RIBS - KILO,25-Mar-24,25-Mar-24,KG,0.84,88,368.76,324.51,0,324.51  
21921,TGM - PORK LECHON KAWALI - KILO,25-Mar-24,25-Mar-24,KG,1.01,86,433.29,372.63,0,372.63  
21825,TGM - GROUND BEEF - KILO,26-Mar-24,26-Mar-24,KG,0.52,88,182.69,160.77,0,160.77  
21834,TGM - REGULAR GROUND PORK - KILO,26-Mar-24,26-Mar-24,KG,1.78,88,558.57,491.54,0,491.54  
21837,TGM - PORK SINIGANG CUT - KILO,26-Mar-24,26-Mar-24,KG,6.9,88,"1,917.01","1,686.97",0,"1,686.97  "
21848,TGM - PORK BUTTERFLY CUT - KILO,26-Mar-24,26-Mar-24,KG,0.44,88,171.16,150.62,0,150.62  
21849,TGM - PORK CUTLETS - KILO,26-Mar-24,26-Mar-24,KG,1.02,88,382.85,336.91,0,336.91  
21872,TGM - GROUND ROUND - KILO,26-Mar-24,26-Mar-24,KG,1.39,88,633.43,557.42,0,557.42  
21825,TGM - GROUND BEEF - KILO,27-Mar-24,27-Mar-24,KG,3.54,88,"1,304.42","1,147.89",0,"1,147.89  "
21828,TGM - PORK MARINATED BELLY - KILO,27-Mar-24,27-Mar-24,KG,1.08,88,528.12,414.95,49.79,464.75  
21834,TGM - REGULAR GROUND PORK - KILO,27-Mar-24,27-Mar-24,KG,3.4,88,"1,078.38",948.97,0,948.97  
21837,TGM - PORK SINIGANG CUT - KILO,27-Mar-24,27-Mar-24,KG,1.65,88,460.35,405.11,0,405.11  
21838,TGM - PORK MENUDO CUT - KILO,27-Mar-24,27-Mar-24,KG,0.25,88,99.75,87.78,0,87.78  
21841,TGM - LEAN GROUND PORK - KILO,27-Mar-24,27-Mar-24,KG,0.3,88,105.91,93.2,0,93.20  
21842,TGM - PATA FRONT - KILO,27-Mar-24,27-Mar-24,KG,1,88,349,307.12,0,307.12  
21843,TGM - PORK STEAK - KILO,27-Mar-24,27-Mar-24,KG,0.53,88,206.17,181.43,0,181.43  
21844,TGM - PORK BABY BACK RIBS - KILO,27-Mar-24,27-Mar-24,KG,1.61,88,706.79,621.98,0,621.98  
21851,TGM - PORK LIVER - KILO,27-Mar-24,27-Mar-24,KG,1.93,88,440.83,387.93,0,387.93  
21859,TGM - PORK BACON SLICE - KILO,27-Mar-24,27-Mar-24,KG,0.37,88,184.63,162.47,0,162.47  
21872,TGM - GROUND ROUND - KILO,27-Mar-24,27-Mar-24,KG,2.18,88,996.04,876.52,0,876.52  
21881,TGM - BEEF BRISKET BL - KILO,27-Mar-24,27-Mar-24,KG,1.12,88,592.48,521.38,0,521.38  
21889,TGM - BEEF BBQ STEAK - KILO,27-Mar-24,27-Mar-24,KG,0.53,88,285.67,251.39,0,251.39  
21921,TGM - PORK LECHON KAWALI - KILO,27-Mar-24,27-Mar-24,KG,2.12,86,907.34,780.31,0,780.31  
21834,TGM - REGULAR GROUND PORK - KILO,28-Mar-24,28-Mar-24,KG,0.49,88,156.31,137.55,0,137.55  
21837,TGM - PORK SINIGANG CUT - KILO,28-Mar-24,28-Mar-24,KG,1.07,88,298.53,262.71,0,262.71  
21843,TGM - PORK STEAK - KILO,28-Mar-24,28-Mar-24,KG,0.79,88,307.31,270.43,0,270.43  
21866,TGM - PORK ADOBO CUT - KILO,28-Mar-24,28-Mar-24,KG,0.4,88,149.71,131.74,0,131.74  
21871,TGM - BEEF CUBES - KILO,28-Mar-24,28-Mar-24,KG,0.53,88,277.73,244.4,0,244.40  
21874,TGM - BEEF SHORT RIBS - KILO,28-Mar-24,28-Mar-24,KG,1.66,88,858.95,755.88,0,755.88  
21825,TGM - GROUND BEEF - KILO,30-Mar-24,30-Mar-24,KG,2.7,88,996.3,876.74,0,876.74  
21826,TGM - PORKCHOP SOBI - KILO,30-Mar-24,30-Mar-24,KG,0.42,88,159.18,140.08,0,140.08  
21829,TGM - PORK BBQ SKEWERED - KILO,30-Mar-24,30-Mar-24,KG,0.95,88,407.55,320.22,38.43,358.64  
21832,TGM - PORK BELLY SOBI - KILO,30-Mar-24,30-Mar-24,KG,1.01,88,483.79,425.74,0,425.74  
21834,TGM - REGULAR GROUND PORK - KILO,30-Mar-24,30-Mar-24,KG,0.6,88,189.81,167.03,0,167.03  
21837,TGM - PORK SINIGANG CUT - KILO,30-Mar-24,30-Mar-24,KG,1.75,88,488.25,429.66,0,429.66  
21843,TGM - PORK STEAK - KILO,30-Mar-24,30-Mar-24,KG,1.55,88,602.95,530.6,0,530.60  
21846,TGM - PORK RIB SHOULDER - KILO,30-Mar-24,30-Mar-24,KG,1.22,88,425.78,374.69,0,374.69  
21866,TGM - PORK ADOBO CUT - KILO,30-Mar-24,30-Mar-24,KG,1.56,88,589.35,518.63,0,518.63  
21872,TGM - GROUND ROUND - KILO,30-Mar-24,30-Mar-24,KG,1.1,88,502.61,442.3,0,442.30  
21874,TGM - BEEF SHORT RIBS - KILO,30-Mar-24,30-Mar-24,KG,3.16,88,"1,634.86","1,438.68",0,"1,438.68  "
21892,TGM - BEEF BREAKFAST STEAK - KILO,30-Mar-24,30-Mar-24,KG,0.35,88,213.56,187.93,0,187.93  
21921,TGM - PORK LECHON KAWALI - KILO,30-Mar-24,30-Mar-24,KG,0.4,86,169.46,145.74,0,145.74  
21825,TGM - GROUND BEEF - KILO,31-Mar-24,31-Mar-24,KG,0.82,88,300.74,264.65,0,264.65  
21832,TGM - PORK BELLY SOBI - KILO,31-Mar-24,31-Mar-24,KG,1.33,88,634.68,558.52,0,558.52  
21837,TGM - PORK SINIGANG CUT - KILO,31-Mar-24,31-Mar-24,KG,2.61,88,726.8,639.58,0,639.58  
21843,TGM - PORK STEAK - KILO,31-Mar-24,31-Mar-24,KG,1.33,88,513.49,451.87,0,451.87  
21866,TGM - PORK ADOBO CUT - KILO,31-Mar-24,31-Mar-24,KG,1.08,88,407.43,358.54,0,358.54  
21872,TGM - GROUND ROUND - KILO,31-Mar-24,31-Mar-24,KG,0.48,88,218.03,191.87,0,191.87  
Total Amount (PHP) :,,,,,,,"175,608.21","152,718.19","1,484.49","154,202.68"
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
SKU wise summary:-,,,,,,,,,,
,,,,,,,,,,
Item Summary #,SKU,Description,QTY,Concession Amt ,Input VAT,Concession Amt,,,,
,,,,(Excl of VAT),,(Incl of VAT),,,,
1,21825,TGM - GROUND BEEF - KILO,59.52,"19,199.79",0,"19,199.79  ",,,,
2,21826,TGM - PORKCHOP SOBI - KILO,11.06,"3,492.02",0,"3,492.02  ",,,,
3,21827,TGM - SHANGHAI MIX - KILO,0.87,291.57,34.99,326.56  ,,,,
4,21828,TGM - PORK MARINATED BELLY - KILO,2.91,"1,114.23",133.71,"1,247.94  ",,,,
5,21829,TGM - PORK BBQ SKEWERED - KILO,32.53,"10,964.94","1,315.79","12,280.73  ",,,,
6,21832,TGM - PORK BELLY SOBI - KILO,27.19,"10,785.20",0,"10,785.20  ",,,,
7,21834,TGM - REGULAR GROUND PORK - KILO,34.37,"9,000.76",0,"9,000.76  ",,,,
8,21837,TGM - PORK SINIGANG CUT - KILO,80.37,"19,216.67",0,"19,216.67  ",,,,
9,21838,TGM - PORK MENUDO CUT - KILO,11.56,"3,928.83",0,"3,928.83  ",,,,
10,21839,TGM - PATA SLICED - KILO,4.51,"1,499.19",0,"1,499.19  ",,,,
11,21841,TGM - LEAN GROUND PORK - KILO,1.86,586.04,0,586.04  ,,,,
12,21842,TGM - PATA FRONT - KILO,10.86,"3,323.97",0,"3,323.97  ",,,,
13,21843,TGM - PORK STEAK - KILO,19.15,"6,357.74",0,"6,357.74  ",,,,
14,21844,TGM - PORK BABY BACK RIBS - KILO,27.23,"10,504.08",0,"10,504.08  ",,,,
15,21846,TGM - PORK RIB SHOULDER - KILO,7.7,"2,339.42",0,"2,339.42  ",,,,
16,21848,TGM - PORK BUTTERFLY CUT - KILO,1.48,486.71,0,486.71  ,,,,
17,21849,TGM - PORK CUTLETS - KILO,4.19,"1,421.73",0,"1,421.73  ",,,,
18,21851,TGM - PORK LIVER - KILO,12.23,"2,351.67",0,"2,351.67  ",,,,
19,21855,TGM - PORK TENDERLOIN - KILO,2.6,946.14,0,946.14  ,,,,
20,21859,TGM - PORK BACON SLICE - KILO,4.49,"1,927.51",0,"1,927.51  ",,,,
21,21864,TGM - FRENCH PORKCHOP - KILO,0.62,270.06,0,270.06  ,,,,
22,21866,TGM - PORK ADOBO CUT - KILO,12.32,"3,989.26",0,"3,989.26  ",,,,
23,21868,TGM - KASIM SLBL - KILO,3.37,"1,019.88",0,"1,019.88  ",,,,
24,21870,TGM - KASIM SOBL - KILO,2.47,741.24,0,741.24  ,,,,
25,21871,TGM - BEEF CUBES - KILO,7.31,"3,366.93",0,"3,366.93  ",,,,
26,21872,TGM - GROUND ROUND - KILO,5.15,"2,068.10",0,"2,068.10  ",,,,
27,21873,TGM - BEEF SIRLOIN - KILO,2.66,"1,466.84",0,"1,466.84  ",,,,
28,21874,TGM - BEEF SHORT RIBS - KILO,15.73,"7,130.56",0,"7,130.56  ",,,,
29,21875,TGM - BEEF SHANK - KILO,11.32,"4,858.34",0,"4,858.34  ",,,,
30,21881,TGM - BEEF BRISKET BL - KILO,4.18,"1,941.23",0,"1,941.23  ",,,,
31,21889,TGM - BEEF BBQ STEAK - KILO,0.53,251.39,0,251.39  ,,,,
32,21892,TGM - BEEF BREAKFAST STEAK - KILO,0.91,490.26,0,490.26  ,,,,
33,21893,TGM - BEEF STROGANOFF - KILO,1.08,597.8,0,597.80  ,,,,
34,21904,TGM - BEEF CALDERETA CUT - KILO,1.03,488.55,0,488.55  ,,,,
35,21921,TGM - PORK LECHON KAWALI - KILO,39.58,"14,299.56",0,"14,299.56  ",,,,
,Total Amount (PHP) :,,,"152,718.19","1,484.49","154,202.68",,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
NOTE:  Concession Rate (%) = 100% - Latest Commission Rate of the Item ,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
APPROVED BY:,,,,,,,,,,
,,,,,,,,,,
                                                       _______________________________,,,,,,,,,,
                                                               MERCHANDISING,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
End of Report ,,,,,,,,,,
