YEAR,MONTH,CUT-OFF,SKU,Description,Tran Date,Post Date,Sell UOM,QTY,PACK,KG,PC,Concession Rate (%),Gross Sales Amt  (Incl of VAT),Concession Amt  (Excl of VAT),Input VAT,Concession Amt (Incl of VAT),AREA,CHAIN,BANNER,STORE CODE,BRANCH,SKU CATEGORY,SKU PER BRAND,GENERALIZED SKU,MOTHER SKU,Sales Category,SKU Department,PLACEMENT,PLACEMENT REMARKS,,,,,
2024,JUN,JUN 1 TO 30,21843,TGM - PORK STEAK - KILO,6/2/2024,6/2/2024,KG,4.31000,0.00000,4.31000,0.00000,88,1392.12000,1225.07000,0.00000,1225.07000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK STEAK,PORK STEAK,PORK STEAK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21851,TGM - PORK LIVER - KILO,6/2/2024,6/2/2024,KG,0.69000,0.00000,0.69000,0.00000,88,137.31000,120.83000,0.00000,120.83000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK LIVER,PORK LIVER,PORK LIVER,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21857,TGM - PORK SUKIYAKI CUT - KILO,6/2/2024,6/2/2024,KG,1.84000,0.00000,1.84000,0.00000,88,825.21000,726.18000,0.00000,726.18000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PILMICO PORK SUKIYAKI,PORK SUKIYAKI,LAMAN,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21862,TGM - PORKCHOP BONELESS - KILO,6/2/2024,6/2/2024,KG,0.63000,0.00000,0.63000,0.00000,88,251.37000,221.21000,0.00000,221.21000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORKCHOP SLBL,PORKCHOP SLBL,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21866,TGM - PORK ADOBO CUT - KILO,6/2/2024,6/2/2024,KG,1.76000,0.00000,1.76000,0.00000,88,654.54000,576.00000,0.00000,576.00000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21870,TGM - KASIM SOBL - KILO,6/2/2024,6/2/2024,KG,0.79000,0.00000,0.79000,0.00000,88,260.27000,229.04000,0.00000,229.04000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK KASIM SOBL,PORK KASIM SOBL,KASIM,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21892,TGM - BEEF BREAKFAST STEAK - KILO,6/2/2024,6/2/2024,KG,0.25000,0.00000,0.25000,0.00000,88,151.66000,133.46000,0.00000,133.46000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,BEEF,TGM BREAKFAST STEAK,BREAKFAST STEAK,BEEF BREAKFAST STEAK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21893,TGM - BEEF STROGANOFF - KILO,6/2/2024,6/2/2024,KG,0.29000,0.00000,0.29000,0.00000,88,182.41000,160.52000,0.00000,160.52000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,BEEF,TGM BEEF STROGANOFF,BEEF STROGANOFF,BEEF STROGANOFF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21920,TGM - BEEF SUKIYAKI - KILO,6/2/2024,6/2/2024,KG,0.51000,0.00000,0.51000,0.00000,88,320.79000,282.30000,0.00000,282.30000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,BEEF,TGM BEEF SUKIYAKI CUT,BEEF SUKIYAKI CUT,BEEF SUKIYAKI CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21825,TGM - GROUND BEEF - KILO,6/3/2024,6/3/2024,KG,1.16000,0.00000,1.16000,0.00000,88,424.36000,373.44000,0.00000,373.44000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,BEEF,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21826,TGM - PORKCHOP SOBI - KILO,6/3/2024,6/3/2024,KG,0.51000,0.00000,0.51000,0.00000,88,181.83000,160.01000,0.00000,160.01000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORKCHOP SOBI,PORKCHOP SOBI,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21828,TGM - PORK MARINATED BELLY - KILO,6/3/2024,6/3/2024,KG,0.78000,0.00000,0.78000,0.00000,88,376.54000,295.85000,35.50000,331.36000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,RTC,TGM BBQ BELLY,BBQ BELLY,PORK MARINATED,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,RTC,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21841,TGM - LEAN GROUND PORK - KILO,6/3/2024,6/3/2024,KG,2.35000,0.00000,2.35000,0.00000,88,647.78000,570.05000,0.00000,570.05000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM LEAN GROUND PORK,LEAN GROUND PORK,LEAN GROUND PORK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21843,TGM - PORK STEAK - KILO,6/3/2024,6/3/2024,KG,5.09000,0.00000,5.09000,0.00000,88,1688.23000,1485.64000,0.00000,1485.64000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK STEAK,PORK STEAK,PORK STEAK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21844,TGM - PORK BABY BACK RIBS - KILO,6/3/2024,6/3/2024,KG,2.55000,0.00000,2.55000,0.00000,88,1140.47000,1003.61000,0.00000,1003.61000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM BABY BACK RIBS,BABY BACK RIBS,BABY BACK RIBS,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21859,TGM - PORK BACON SLICE - KILO,6/3/2024,6/3/2024,KG,0.84000,0.00000,0.84000,0.00000,88,391.62000,344.63000,0.00000,344.63000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM BACON SLICE,BACON SLICE,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21866,TGM - PORK ADOBO CUT - KILO,6/3/2024,6/3/2024,KG,1.74000,0.00000,1.74000,0.00000,88,642.59000,565.48000,0.00000,565.48000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21870,TGM - KASIM SOBL - KILO,6/3/2024,6/3/2024,KG,0.47000,0.00000,0.47000,0.00000,88,154.18000,135.68000,0.00000,135.68000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK KASIM SOBL,PORK KASIM SOBL,KASIM,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21878,TGM - BEEF KALITIRAN - KILO,6/3/2024,6/3/2024,KG,0.57000,0.00000,0.57000,0.00000,88,330.03000,290.43000,0.00000,290.43000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,BEEF,TGM BEEF KALITIRAN,BEEF KALITIRAN,BEEF KALITIRAN,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21893,TGM - BEEF STROGANOFF - KILO,6/3/2024,6/3/2024,KG,0.52000,0.00000,0.52000,0.00000,88,307.74000,270.81000,0.00000,270.81000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,BEEF,TGM BEEF STROGANOFF,BEEF STROGANOFF,BEEF STROGANOFF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21920,TGM - BEEF SUKIYAKI - KILO,6/3/2024,6/3/2024,KG,1.39000,0.00000,1.39000,0.00000,88,871.17000,766.63000,0.00000,766.63000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,BEEF,TGM BEEF SUKIYAKI CUT,BEEF SUKIYAKI CUT,BEEF SUKIYAKI CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21921,TGM - PORK LECHON KAWALI - KILO,6/3/2024,6/3/2024,KG,1.23000,0.00000,1.23000,0.00000,88,486.79000,428.38000,0.00000,428.38000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM LECHON KAWALI CUT,LECHON KAWALI CUT,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21825,TGM - GROUND BEEF - KILO,6/4/2024,6/4/2024,KG,1.32000,0.00000,1.32000,0.00000,88,467.81000,411.67000,0.00000,411.67000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,BEEF,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21828,TGM - PORK MARINATED BELLY - KILO,6/4/2024,6/4/2024,KG,0.71000,0.00000,0.71000,0.00000,88,344.75000,270.88000,32.50000,303.38000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,RTC,TGM BBQ BELLY,BBQ BELLY,PORK MARINATED,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,RTC,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21832,TGM - PORK BELLY SOBI - KILO,6/4/2024,6/4/2024,KG,2.88000,0.00000,2.88000,0.00000,88,1259.94000,1108.75000,0.00000,1108.75000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM BELLY SOBI/BELLY SLICED,BELLY SOBI/BELLY SLICED,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21838,TGM - PORK MENUDO CUT - KILO,6/4/2024,6/4/2024,KG,0.53000,0.00000,0.53000,0.00000,88,200.87000,176.77000,0.00000,176.77000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK MENUDO CUT,PORK MENUDO CUT,MENUDO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21841,TGM - LEAN GROUND PORK - KILO,6/4/2024,6/4/2024,KG,5.96000,0.00000,5.96000,0.00000,88,1650.30000,1452.26000,0.00000,1452.26000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM LEAN GROUND PORK,LEAN GROUND PORK,LEAN GROUND PORK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21843,TGM - PORK STEAK - KILO,6/4/2024,6/4/2024,KG,0.45000,0.00000,0.45000,0.00000,88,152.55000,134.24000,0.00000,134.24000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK STEAK,PORK STEAK,PORK STEAK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21844,TGM - PORK BABY BACK RIBS - KILO,6/4/2024,6/4/2024,KG,7.63000,0.00000,7.63000,0.00000,88,3372.00000,2967.36000,0.00000,2967.36000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM BABY BACK RIBS,BABY BACK RIBS,BABY BACK RIBS,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21846,TGM - PORK RIB SHOULDER - KILO,6/4/2024,6/4/2024,KG,0.78000,0.00000,0.78000,0.00000,88,259.35000,228.23000,0.00000,228.23000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM RIB SHOULDER,RIB SHOULDER,RIB SHOULDER,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21851,TGM - PORK LIVER - KILO,6/4/2024,6/4/2024,KG,0.68000,0.00000,0.68000,0.00000,88,133.34000,117.34000,0.00000,117.34000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK LIVER,PORK LIVER,PORK LIVER,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21855,TGM - PORK TENDERLOIN - KILO,6/4/2024,6/4/2024,KG,0.47000,0.00000,0.47000,0.00000,88,215.73000,189.84000,0.00000,189.84000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK TENDERLOIN,PORK TENDERLOIN,PORK TENDERLOIN,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21862,TGM - PORKCHOP BONELESS - KILO,6/4/2024,6/4/2024,KG,1.27000,0.00000,1.27000,0.00000,88,497.50000,437.80000,0.00000,437.80000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORKCHOP SLBL,PORKCHOP SLBL,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21866,TGM - PORK ADOBO CUT - KILO,6/4/2024,6/4/2024,KG,0.49000,0.00000,0.49000,0.00000,88,185.71000,163.42000,0.00000,163.42000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21870,TGM - KASIM SOBL - KILO,6/4/2024,6/4/2024,KG,2.46000,0.00000,2.46000,0.00000,88,855.06000,752.45000,0.00000,752.45000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK KASIM SOBL,PORK KASIM SOBL,KASIM,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21876,TGM - BEEF CAMTO - KILO,6/4/2024,6/4/2024,KG,2.15000,0.00000,2.15000,0.00000,88,1177.61000,1036.30000,0.00000,1036.30000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,BEEF,TGM BEEF CAMTO,BEEF CAMTO,BEEF CAMTO,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21825,TGM - GROUND BEEF - KILO,6/5/2024,6/5/2024,KG,0.90000,0.00000,0.90000,0.00000,88,330.26000,290.63000,0.00000,290.63000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,BEEF,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21826,TGM - PORKCHOP SOBI - KILO,6/5/2024,6/5/2024,KG,0.59000,0.00000,0.59000,0.00000,88,221.72000,195.11000,0.00000,195.11000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORKCHOP SOBI,PORKCHOP SOBI,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21832,TGM - PORK BELLY SOBI - KILO,6/5/2024,6/5/2024,KG,2.06000,0.00000,2.06000,0.00000,88,897.77000,790.04000,0.00000,790.04000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM BELLY SOBI/BELLY SLICED,BELLY SOBI/BELLY SLICED,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21837,TGM - PORK SINIGANG CUT - KILO,6/5/2024,6/5/2024,KG,1.88000,0.00000,1.88000,0.00000,88,485.63000,427.35000,0.00000,427.35000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK SINIGANG CUT,PORK SINIGANG CUT,PORK SINIGANG CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21841,TGM - LEAN GROUND PORK - KILO,6/5/2024,6/5/2024,KG,2.08000,0.00000,2.08000,0.00000,88,564.69000,496.93000,0.00000,496.93000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM LEAN GROUND PORK,LEAN GROUND PORK,LEAN GROUND PORK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21843,TGM - PORK STEAK - KILO,6/5/2024,6/5/2024,KG,4.50000,0.00000,4.50000,0.00000,88,1502.72000,1322.39000,0.00000,1322.39000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK STEAK,PORK STEAK,PORK STEAK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21844,TGM - PORK BABY BACK RIBS - KILO,6/5/2024,6/5/2024,KG,5.75000,0.00000,5.75000,0.00000,88,2572.79000,2264.06000,0.00000,2264.06000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM BABY BACK RIBS,BABY BACK RIBS,BABY BACK RIBS,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21855,TGM - PORK TENDERLOIN - KILO,6/5/2024,6/5/2024,KG,0.42000,0.00000,0.42000,0.00000,88,192.78000,169.65000,0.00000,169.65000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK TENDERLOIN,PORK TENDERLOIN,PORK TENDERLOIN,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21857,TGM - PORK SUKIYAKI CUT - KILO,6/5/2024,6/5/2024,KG,0.43000,0.00000,0.43000,0.00000,88,201.67000,177.47000,0.00000,177.47000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PILMICO PORK SUKIYAKI,PORK SUKIYAKI,LAMAN,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21859,TGM - PORK BACON SLICE - KILO,6/5/2024,6/5/2024,KG,0.90000,0.00000,0.90000,0.00000,88,419.76000,369.39000,0.00000,369.39000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM BACON SLICE,BACON SLICE,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21862,TGM - PORKCHOP BONELESS - KILO,6/5/2024,6/5/2024,KG,0.42000,0.00000,0.42000,0.00000,88,167.58000,147.47000,0.00000,147.47000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORKCHOP SLBL,PORKCHOP SLBL,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21825,TGM - GROUND BEEF - KILO,6/6/2024,6/6/2024,KG,1.82000,0.00000,1.82000,0.00000,88,666.06000,586.13000,0.00000,586.13000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,BEEF,TGM REGULAR GROUND BEEF,REGULAR GROUND BEEF,GROUND BEEF,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21826,TGM - PORKCHOP SOBI - KILO,6/6/2024,6/6/2024,KG,2.62000,0.00000,2.62000,0.00000,88,974.70000,857.74000,0.00000,857.74000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORKCHOP SOBI,PORKCHOP SOBI,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21832,TGM - PORK BELLY SOBI - KILO,6/6/2024,6/6/2024,KG,1.40000,0.00000,1.40000,0.00000,88,612.41000,538.92000,0.00000,538.92000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM BELLY SOBI/BELLY SLICED,BELLY SOBI/BELLY SLICED,BELLY,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21837,TGM - PORK SINIGANG CUT - KILO,6/6/2024,6/6/2024,KG,0.80000,0.00000,0.80000,0.00000,88,205.91000,181.20000,0.00000,181.20000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK SINIGANG CUT,PORK SINIGANG CUT,PORK SINIGANG CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21838,TGM - PORK MENUDO CUT - KILO,6/6/2024,6/6/2024,KG,0.31000,0.00000,0.31000,0.00000,88,115.60000,101.73000,0.00000,101.73000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM PORK MENUDO CUT,PORK MENUDO CUT,MENUDO CUT,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21841,TGM - LEAN GROUND PORK - KILO,6/6/2024,6/6/2024,KG,1.93000,0.00000,1.93000,0.00000,88,535.69000,471.41000,0.00000,471.41000,SOUTH GMA,METRO RETAIL,METRO GAISANO,2012,METRO BINONDO - LUCKY CHINATOWN,PORK,TGM LEAN GROUND PORK,LEAN GROUND PORK,LEAN GROUND PORK,RETAIL,MEAT,VAM WITH TGM SHOWCASE AND SRP,OK,Manila,1st District Metro Manila,PORK,SHOWCASE,TGM
