YEAR,MONTH,CUT-OFF,SKU,Description,Tran Date,Post Date,Sell UOM,QTY,PACK,KG,PC,Concession Rate (%),Gross Sales Amt  (Incl of VAT),Concession Amt  (Excl of VAT),Input VAT,Concession Amt (Incl of VAT),AREA,CHAIN,BANNER,STORE CODE,BRANCH,SKU CATEGORY,SKU PER BRAND,GENERALIZED SKU,MOTHER SKU,Sales Category,SKU Department,PLACEMENT,PLACEMENT REMARKS,,,,,
2024,JUN,JUN 1 TO 30,21859,TGM - PORK BACON SLICE - KILO,6/30/2024,6/30/2024,KG,0.73000,0.00000,0.73000,0.00000,88,298.57000,262.74000,0.00000,262.74000,VISAYAS,METRO RETAIL,METRO GAISANO,2002,METRO - MANDAUE,PORK,TGM BACON SLICE,BACON SLICE,BELLY,RETAIL,MEAT,TGM SHOWCASE,OK,Mandaue City,Cebu,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21866,TGM - PORK ADOBO CUT - KILO,6/30/2024,6/30/2024,KG,9.30000,0.00000,9.30000,0.00000,88,3038.50000,2673.88000,0.00000,2673.88000,VISAYAS,METRO RETAIL,METRO GAISANO,2002,METRO - MANDAUE,PORK,TGM ADOBO CUT,ADOBO CUT,ADOBO CUT,RETAIL,MEAT,TGM SHOWCASE,OK,Mandaue City,Cebu,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21873,TGM - BEEF SIRLOIN - KILO,6/30/2024,6/30/2024,KG,0.53000,0.00000,0.53000,0.00000,88,282.98000,249.02000,0.00000,249.02000,VISAYAS,METRO RETAIL,METRO GAISANO,2002,METRO - MANDAUE,BEEF,TGM BEEF SIRLOIN,BEEF SIRLOIN,BEEF SIRLOIN,RETAIL,MEAT,TGM SHOWCASE,OK,Mandaue City,Cebu,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21875,TGM - BEEF SHANK - KILO,6/30/2024,6/30/2024,KG,3.72000,0.00000,3.72000,0.00000,88,1552.41000,1366.12000,0.00000,1366.12000,VISAYAS,METRO RETAIL,METRO GAISANO,2002,METRO - MANDAUE,BEEF,TGM BEEF SHANK,BEEF SHANK,BEEF SHANK,RETAIL,MEAT,TGM SHOWCASE,OK,Mandaue City,Cebu,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21892,TGM - BEEF BREAKFAST STEAK - KILO,6/30/2024,6/30/2024,KG,0.86000,0.00000,0.86000,0.00000,88,466.66000,410.66000,0.00000,410.66000,VISAYAS,METRO RETAIL,METRO GAISANO,2002,METRO - MANDAUE,BEEF,TGM BREAKFAST STEAK,BREAKFAST STEAK,BEEF BREAKFAST STEAK,RETAIL,MEAT,TGM SHOWCASE,OK,Mandaue City,Cebu,BEEF,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,21921,TGM - PORK LECHON KAWALI - KILO,6/30/2024,6/30/2024,KG,0.85000,0.00000,0.85000,0.00000,88,322.19000,283.53000,0.00000,283.53000,VISAYAS,METRO RETAIL,METRO GAISANO,2002,METRO - MANDAUE,PORK,TGM LECHON KAWALI CUT,LECHON KAWALI CUT,BELLY,RETAIL,MEAT,TGM SHOWCASE,OK,Mandaue City,Cebu,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,22848,TGM - PORK PIGUE SOBL - KILO,6/30/2024,6/30/2024,KG,3.65000,0.00000,3.65000,0.00000,88,1233.97000,1085.89000,0.00000,1085.89000,VISAYAS,METRO RETAIL,METRO GAISANO,2002,METRO - MANDAUE,PORK,TGM PIGUE SOBL,PIGUE SOBL,PIGUE,RETAIL,MEAT,TGM SHOWCASE,OK,Mandaue City,Cebu,PORK,SHOWCASE,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/1/2024,6/1/2024,EA,2.00000,2.00000,1.00000,0.00000,88,460.00000,404.80000,0.00000,404.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/1/2024,6/1/2024,EA,9.00000,9.00000,4.50000,0.00000,88,3222.00000,2835.36000,0.00000,2835.36000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/2/2024,6/2/2024,EA,1.00000,1.00000,0.50000,0.00000,88,360.00000,316.80000,0.00000,316.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/3/2024,6/3/2024,EA,1.00000,1.00000,0.50000,0.00000,88,360.00000,316.80000,0.00000,316.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/5/2024,6/5/2024,EA,2.00000,2.00000,1.00000,0.00000,88,720.00000,633.60000,0.00000,633.60000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/6/2024,6/6/2024,EA,3.00000,3.00000,1.50000,0.00000,88,690.00000,607.20000,0.00000,607.20000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/6/2024,6/6/2024,EA,1.00000,1.00000,0.50000,0.00000,88,360.00000,316.80000,0.00000,316.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/7/2024,6/7/2024,EA,1.00000,1.00000,0.50000,0.00000,88,230.00000,202.40000,0.00000,202.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/7/2024,6/7/2024,EA,3.00000,3.00000,1.50000,0.00000,88,1080.00000,950.40000,0.00000,950.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086234,TGM - PORKCHOP 500G - PACK,6/8/2024,6/8/2024,EA,1.00000,1.00000,0.50000,0.00000,88,210.00000,184.80000,0.00000,184.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORKCHOP SOBI 500G,PORKCHOP SOBI 500G,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,6/8/2024,6/8/2024,EA,1.00000,1.00000,0.50000,0.00000,88,250.00000,220.00000,0.00000,220.00000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM BELLY SOBI 500G,PORK BELLY SOBI 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/8/2024,6/8/2024,EA,1.00000,1.00000,0.50000,0.00000,88,230.00000,202.40000,0.00000,202.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/8/2024,6/8/2024,EA,3.00000,3.00000,1.50000,0.00000,88,1080.00000,950.40000,0.00000,950.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/9/2024,6/9/2024,EA,1.00000,1.00000,0.50000,0.00000,88,230.00000,202.40000,0.00000,202.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/9/2024,6/9/2024,EA,3.00000,3.00000,1.50000,0.00000,88,1080.00000,950.40000,0.00000,950.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/10/2024,6/10/2024,EA,1.00000,1.00000,0.50000,0.00000,88,360.00000,316.80000,0.00000,316.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086234,TGM - PORKCHOP 500G - PACK,6/11/2024,6/11/2024,EA,2.00000,2.00000,1.00000,0.00000,88,420.00000,369.60000,0.00000,369.60000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORKCHOP SOBI 500G,PORKCHOP SOBI 500G,PORKCHOP,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086246,TGM - MENUDO CUT 500G - PACK,6/11/2024,6/11/2024,EA,1.00000,1.00000,0.50000,0.00000,88,200.00000,176.00000,0.00000,176.00000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK MENUDO CUT 500G,PORK MENUDO CUT 500G,MENUDO CUT,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/11/2024,6/11/2024,EA,1.00000,1.00000,0.50000,0.00000,88,230.00000,202.40000,0.00000,202.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/11/2024,6/11/2024,EA,2.00000,2.00000,1.00000,0.00000,88,720.00000,633.60000,0.00000,633.60000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/12/2024,6/12/2024,EA,1.00000,1.00000,0.50000,0.00000,88,230.00000,202.40000,0.00000,202.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/14/2024,6/14/2024,EA,1.00000,1.00000,0.50000,0.00000,88,230.00000,202.40000,0.00000,202.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/15/2024,6/15/2024,EA,3.00000,3.00000,1.50000,0.00000,88,690.00000,607.20000,0.00000,607.20000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/15/2024,6/15/2024,EA,3.00000,3.00000,1.50000,0.00000,88,1080.00000,950.40000,0.00000,950.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,6/16/2024,6/16/2024,EA,1.00000,1.00000,0.50000,0.00000,88,250.00000,220.00000,0.00000,220.00000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM BELLY SOBI 500G,PORK BELLY SOBI 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/16/2024,6/16/2024,EA,5.00000,5.00000,2.50000,0.00000,88,1150.00000,1012.00000,0.00000,1012.00000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086239,TGM - ADOBO CUT 500G - PACK,6/17/2024,6/17/2024,EA,1.00000,1.00000,0.50000,0.00000,88,190.00000,167.20000,0.00000,167.20000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM ADOBO CUT 500G,ADOBO CUT 500G,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/17/2024,6/17/2024,EA,4.00000,4.00000,2.00000,0.00000,88,920.00000,809.60000,0.00000,809.60000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/18/2024,6/18/2024,EA,4.00000,4.00000,2.00000,0.00000,88,920.00000,809.60000,0.00000,809.60000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/19/2024,6/19/2024,EA,1.00000,1.00000,0.50000,0.00000,88,230.00000,202.40000,0.00000,202.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/20/2024,6/20/2024,EA,2.00000,2.00000,1.00000,0.00000,88,460.00000,404.80000,0.00000,404.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/22/2024,6/22/2024,EA,3.00000,3.00000,1.50000,0.00000,88,690.00000,607.20000,0.00000,607.20000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/23/2024,6/23/2024,EA,6.00000,6.00000,3.00000,0.00000,88,1380.00000,1214.40000,0.00000,1214.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/24/2024,6/24/2024,EA,1.00000,1.00000,0.50000,0.00000,88,230.00000,202.40000,0.00000,202.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/25/2024,6/25/2024,EA,2.00000,2.00000,1.00000,0.00000,88,460.00000,404.80000,0.00000,404.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/26/2024,6/26/2024,EA,1.00000,1.00000,0.50000,0.00000,88,230.00000,202.40000,0.00000,202.40000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086256,TGM - BEEF SAMGYUPSAL 500G - PACK,6/26/2024,6/26/2024,EA,1.00000,1.00000,0.50000,0.00000,88,360.00000,316.80000,0.00000,316.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,BEEF SHELF-READY PACK,TGM BEEF SAMGYUPSAL 500G,BEEF SAMGYUPSAL 500G,BEEF SAMGYEOPSAL,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,BEEF SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086239,TGM - ADOBO CUT 500G - PACK,6/27/2024,6/27/2024,EA,1.00000,1.00000,0.50000,0.00000,88,190.00000,167.20000,0.00000,167.20000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM ADOBO CUT 500G,ADOBO CUT 500G,ADOBO CUT,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086246,TGM - MENUDO CUT 500G - PACK,6/27/2024,6/27/2024,EA,1.00000,1.00000,0.50000,0.00000,88,200.00000,176.00000,0.00000,176.00000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK MENUDO CUT 500G,PORK MENUDO CUT 500G,MENUDO CUT,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/27/2024,6/27/2024,EA,2.00000,2.00000,1.00000,0.00000,88,460.00000,404.80000,0.00000,404.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/28/2024,6/28/2024,EA,2.00000,2.00000,1.00000,0.00000,88,460.00000,404.80000,0.00000,404.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086242,TGM - BELLY SKIN ON BONE IN 500G - PACK,6/29/2024,6/29/2024,EA,1.00000,1.00000,0.50000,0.00000,88,250.00000,220.00000,0.00000,220.00000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM BELLY SOBI 500G,PORK BELLY SOBI 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
2024,JUN,JUN 1 TO 30,104086250,TGM - PORK SAMGYUPSAL 500G - PACK,6/29/2024,6/29/2024,EA,2.00000,2.00000,1.00000,0.00000,88,460.00000,404.80000,0.00000,404.80000,GMA,METRO RETAIL,METRO GAISANO,2006,METRO - MARKET MARKET,PORK SHELF-READY PACK,TGM PORK SAMGYUPSAL 500G,PORK SAMGYUPSAL SLICE 500G,BELLY,RETAIL,MEAT,VAM WITH TGM SRP,OK,Taguig,4th District Metro Manila,PORK SHELF-READY PACK,SHELF-READY PACK,TGM
